Wavenumber (cm-1),% Transmittance
3389.59372,0.66484
3389.11156,0.66466
3388.6294,0.66454
3388.14724,0.66446
3387.66508,0.66441
3387.18291,0.66427
3386.70075,0.6639
3386.21859,0.66348
3385.73643,0.6633
3385.25427,0.66328
3384.77211,0.6633
3384.28995,0.66349
3383.80779,0.66377
3383.32562,0.66399
3382.84346,0.66417
3382.3613,0.66431
3381.87914,0.66437
3381.39698,0.66443
3380.91482,0.66459
3380.43266,0.66474
3379.9505,0.66471
3379.46833,0.66453
3378.98617,0.66434
3378.50401,0.66429
3378.02185,0.66449
3377.53969,0.6648
3377.05753,0.66497
3376.57537,0.66494
3376.09321,0.66478
3375.61104,0.66456
3375.12888,0.66444
3374.64672,0.66448
3374.16456,0.66461
3373.6824,0.66473
3373.20024,0.6648
3372.71808,0.66488
3372.23592,0.66503
3371.75375,0.66526
3371.27159,0.66563
3370.78943,0.66625
3370.30727,0.66689
3369.82511,0.66708
3369.34295,0.66683
3368.86079,0.66646
3368.37863,0.66611
3367.89646,0.66587
3367.4143,0.66597
3366.93214,0.66612
3366.44998,0.6658
3365.96782,0.66526
3365.48566,0.66503
3365.0035,0.66504
3364.52134,0.66513
3364.03917,0.6653
3363.55701,0.66542
3363.07485,0.66537
3362.59269,0.66524
3362.11053,0.66529
3361.62837,0.66574
3361.14621,0.66628
3360.66405,0.6665
3360.18188,0.66653
3359.69972,0.66657
3359.21756,0.66667
3358.7354,0.66678
3358.25324,0.66676
3357.77108,0.66656
3357.28892,0.66642
3356.80675,0.66641
3356.32459,0.66641
3355.84243,0.66652
3355.36027,0.66681
3354.87811,0.66713
3354.39595,0.66738
3353.91379,0.66754
3353.43163,0.66772
3352.94946,0.66799
3352.4673,0.66836
3351.98514,0.66888
3351.50298,0.66954
3351.02082,0.67011
3350.53866,0.67025
3350.0565,0.66992
3349.57434,0.66945
3349.09217,0.66915
3348.61001,0.66911
3348.12785,0.66921
3347.64569,0.6693
3347.16353,0.66935
3346.68137,0.66942
3346.19921,0.66955
3345.71705,0.66974
3345.23488,0.66988
3344.75272,0.66999
3344.27056,0.67029
3343.7884,0.67088
3343.30624,0.67136
3342.82408,0.67136
3342.34192,0.67113
3341.85976,0.671
3341.37759,0.67099
3340.89543,0.67113
3340.41327,0.67151
3339.93111,0.67212
3339.44895,0.67279
3338.96679,0.67324
3338.48463,0.67325
3338.00247,0.67274
3337.5203,0.67198
3337.03814,0.67163
3336.55598,0.67194
3336.07382,0.67234
3335.59166,0.67242
3335.1095,0.67236
3334.62734,0.6725
3334.14518,0.67284
3333.66301,0.6732
3333.18085,0.67349
3332.69869,0.67369
3332.21653,0.67383
3331.73437,0.67399
3331.25221,0.67419
3330.77005,0.67435
3330.28789,0.67444
3329.80572,0.67454
3329.32356,0.67473
3328.8414,0.67492
3328.35924,0.67496
3327.87708,0.67494
3327.39492,0.6751
3326.91276,0.67557
3326.43059,0.67635
3325.94843,0.67701
3325.46627,0.6771
3324.98411,0.67679
3324.50195,0.67659
3324.01979,0.67661
3323.53763,0.67673
3323.05547,0.6769
3322.5733,0.67711
3322.09114,0.67731
3321.60898,0.67749
3321.12682,0.67764
3320.64466,0.67776
3320.1625,0.67792
3319.68034,0.67811
3319.19818,0.67829
3318.71601,0.67846
3318.23385,0.67862
3317.75169,0.67875
3317.26953,0.6789
3316.78737,0.67907
3316.30521,0.67927
3315.82305,0.67951
3315.34089,0.67971
3314.85872,0.67982
3314.37656,0.67979
3313.8944,0.67964
3313.41224,0.67967
3312.93008,0.67997
3312.44792,0.6803
3311.96576,0.68061
3311.4836,0.68087
3311.00143,0.68106
3310.51927,0.68141
3310.03711,0.68185
3309.55495,0.68205
3309.07279,0.68202
3308.59063,0.68221
3308.10847,0.68279
3307.62631,0.68361
3307.14414,0.68437
3306.66198,0.68484
3306.17982,0.68506
3305.69766,0.68527
3305.2155,0.68547
3304.73334,0.68542
3304.25118,0.68503
3303.76902,0.68456
3303.28685,0.68431
3302.80469,0.68435
3302.32253,0.68451
3301.84037,0.68463
3301.35821,0.68473
3300.87605,0.68488
3300.39389,0.68505
3299.91173,0.68521
3299.42956,0.68534
3298.9474,0.6854
3298.46524,0.68537
3297.98308,0.68545
3297.50092,0.68586
3297.01876,0.68643
3296.5366,0.68681
3296.05443,0.68705
3295.57227,0.68732
3295.09011,0.68747
3294.60795,0.68738
3294.12579,0.68726
3293.64363,0.68724
3293.16147,0.68746
3292.67931,0.688
3292.19714,0.68839
3291.71498,0.68834
3291.23282,0.68819
3290.75066,0.6882
3290.2685,0.68827
3289.78634,0.6882
3289.30418,0.68804
3288.82202,0.68805
3288.33985,0.68834
3287.85769,0.68872
3287.37553,0.689
3286.89337,0.68918
3286.41121,0.68932
3285.92905,0.68948
3285.44689,0.68966
3284.96473,0.68973
3284.48256,0.68968
3284.0004,0.68964
3283.51824,0.68971
3283.03608,0.68991
3282.55392,0.69016
3282.07176,0.69037
3281.5896,0.6905
3281.10744,0.69056
3280.62527,0.6906
3280.14311,0.69073
3279.66095,0.69095
3279.17879,0.6912
3278.69663,0.69139
3278.21447,0.69152
3277.73231,0.69142
3277.25015,0.69102
3276.76798,0.69083
3276.28582,0.69133
3275.80366,0.69218
3275.3215,0.69272
3274.83934,0.69252
3274.35718,0.69177
3273.87502,0.6914
3273.39286,0.69185
3272.91069,0.69266
3272.42853,0.69348
3271.94637,0.69427
3271.46421,0.6948
3270.98205,0.69497
3270.49989,0.69493
3270.01773,0.69477
3269.53557,0.69451
3269.0534,0.69432
3268.57124,0.6943
3268.08908,0.69433
3267.60692,0.69432
3267.12476,0.69426
3266.6426,0.69423
3266.16044,0.69427
3265.67828,0.69438
3265.19611,0.69453
3264.71395,0.69463
3264.23179,0.69468
3263.74963,0.69478
3263.26747,0.69494
3262.78531,0.69512
3262.30315,0.69526
3261.82098,0.69534
3261.33882,0.6953
3260.85666,0.69525
3260.3745,0.69537
3259.89234,0.69561
3259.41018,0.69583
3258.92802,0.69596
3258.44586,0.69593
3257.96369,0.69581
3257.48153,0.69585
3256.99937,0.69618
3256.51721,0.69669
3256.03505,0.69714
3255.55289,0.69717
3255.07073,0.69656
3254.58857,0.69588
3254.1064,0.69591
3253.62424,0.6965
3253.14208,0.69699
3252.65992,0.69722
3252.17776,0.69737
3251.6956,0.69751
3251.21344,0.69763
3250.73128,0.69774
3250.24911,0.69788
3249.76695,0.69807
3249.28479,0.69827
3248.80263,0.69849
3248.32047,0.69879
3247.83831,0.6992
3247.35615,0.69947
3246.87399,0.69937
3246.39182,0.69893
3245.90966,0.69819
3245.4275,0.6975
3244.94534,0.69749
3244.46318,0.6981
3243.98102,0.69874
3243.49886,0.69915
3243.0167,0.6994
3242.53453,0.69956
3242.05237,0.69963
3241.57021,0.69967
3241.08805,0.69964
3240.60589,0.6996
3240.12373,0.69973
3239.64157,0.70003
3239.15941,0.70033
3238.67724,0.70051
3238.19508,0.70058
3237.71292,0.70052
3237.23076,0.70041
3236.7486,0.70052
3236.26644,0.70087
3235.78428,0.70123
3235.30212,0.70162
3234.81995,0.70216
3234.33779,0.70274
3233.85563,0.70303
3233.37347,0.70292
3232.89131,0.70269
3232.40915,0.70255
3231.92699,0.70249
3231.44482,0.70248
3230.96266,0.70242
3230.4805,0.70229
3229.99834,0.70227
3229.51618,0.70242
3229.03402,0.70264
3228.55186,0.70276
3228.0697,0.70273
3227.58753,0.70281
3227.10537,0.70311
3226.62321,0.70345
3226.14105,0.70371
3225.65889,0.70391
3225.17673,0.70411
3224.69457,0.70432
3224.21241,0.70447
3223.73024,0.70455
3223.24808,0.70461
3222.76592,0.70465
3222.28376,0.70472
3221.8016,0.70489
3221.31944,0.70504
3220.83728,0.70502
3220.35512,0.70484
3219.87295,0.70477
3219.39079,0.70513
3218.90863,0.70574
3218.42647,0.70618
3217.94431,0.70642
3217.46215,0.70656
3216.97999,0.70665
3216.49783,0.70678
3216.01566,0.70698
3215.5335,0.70706
3215.05134,0.70682
3214.56918,0.7065
3214.08702,0.70664
3213.60486,0.70723
3213.1227,0.70781
3212.64054,0.70818
3212.15837,0.70841
3211.67621,0.70856
3211.19405,0.70859
3210.71189,0.70839
3210.22973,0.70815
3209.74757,0.70833
3209.26541,0.70889
3208.78325,0.70941
3208.30108,0.70978
3207.81892,0.71011
3207.33676,0.71042
3206.8546,0.71066
3206.37244,0.71083
3205.89028,0.711
3205.40812,0.71118
3204.92596,0.71134
3204.44379,0.71148
3203.96163,0.71161
3203.47947,0.71179
3202.99731,0.71203
3202.51515,0.71226
3202.03299,0.71243
3201.55083,0.71257
3201.06866,0.71268
3200.5865,0.71276
3200.10434,0.71285
3199.62218,0.71298
3199.14002,0.71297
3198.65786,0.7127
3198.1757,0.71254
3197.69354,0.71288
3197.21137,0.71344
3196.72921,0.71385
3196.24705,0.71419
3195.76489,0.71456
3195.28273,0.71489
3194.80057,0.71515
3194.31841,0.71535
3193.83625,0.71557
3193.35408,0.71583
3192.87192,0.71605
3192.38976,0.71618
3191.9076,0.7163
3191.42544,0.71648
3190.94328,0.71672
3190.46112,0.71698
3189.97896,0.71722
3189.49679,0.71749
3189.01463,0.71774
3188.53247,0.71789
3188.05031,0.71798
3187.56815,0.71812
3187.08599,0.71828
3186.60383,0.71837
3186.12167,0.71831
3185.6395,0.71827
3185.15734,0.71848
3184.67518,0.71891
3184.19302,0.71934
3183.71086,0.71967
3183.2287,0.71992
3182.74654,0.72009
3182.26438,0.72029
3181.78221,0.72052
3181.30005,0.72073
3180.81789,0.72088
3180.33573,0.72102
3179.85357,0.72113
3179.37141,0.72099
3178.88925,0.72051
3178.40709,0.72021
3177.92492,0.72061
3177.44276,0.72142
3176.9606,0.72211
3176.47844,0.72256
3175.99628,0.72281
3175.51412,0.72295
3175.03196,0.7231
3174.5498,0.72329
3174.06763,0.72349
3173.58547,0.7237
3173.10331,0.72393
3172.62115,0.72411
3172.13899,0.72425
3171.65683,0.72444
3171.17467,0.72466
3170.69251,0.72478
3170.21034,0.72483
3169.72818,0.72502
3169.24602,0.72533
3168.76386,0.72559
3168.2817,0.72575
3167.79954,0.72595
3167.31738,0.72622
3166.83521,0.72645
3166.35305,0.72664
3165.87089,0.72681
3165.38873,0.72698
3164.90657,0.72713
3164.42441,0.72728
3163.94225,0.72745
3163.46009,0.72768
3162.97792,0.72794
3162.49576,0.72813
3162.0136,0.72828
3161.53144,0.72844
3161.04928,0.72863
3160.56712,0.7288
3160.08496,0.72896
3159.6028,0.72914
3159.12063,0.72931
3158.63847,0.72945
3158.15631,0.72963
3157.67415,0.72987
3157.19199,0.7301
3156.70983,0.7303
3156.22767,0.7305
3155.74551,0.73073
3155.26334,0.73099
3154.78118,0.73128
3154.29902,0.73163
3153.81686,0.7321
3153.3347,0.73271
3152.85254,0.73329
3152.37038,0.73357
3151.88822,0.73343
3151.40605,0.73311
3150.92389,0.73288
3150.44173,0.73284
3149.95957,0.73292
3149.47741,0.73304
3148.99525,0.73319
3148.51309,0.73338
3148.03093,0.73355
3147.54876,0.73369
3147.0666,0.73378
3146.58444,0.7339
3146.10228,0.73407
3145.62012,0.73424
3145.13796,0.73442
3144.6558,0.73466
3144.17364,0.73488
3143.69147,0.73499
3143.20931,0.73507
3142.72715,0.73526
3142.24499,0.73553
3141.76283,0.73579
3141.28067,0.73605
3140.79851,0.73648
3140.31635,0.73703
3139.83418,0.73745
3139.35202,0.7376
3138.86986,0.73766
3138.3877,0.73774
3137.90554,0.73773
3137.42338,0.73763
3136.94122,0.73759
3136.45905,0.73768
3135.97689,0.73778
3135.49473,0.73784
3135.01257,0.73795
3134.53041,0.73798
3134.04825,0.73765
3133.56609,0.73714
3133.08393,0.73718
3132.60176,0.73786
3132.1196,0.73854
3131.63744,0.73899
3131.15528,0.73937
3130.67312,0.73979
3130.19096,0.74018
3129.7088,0.74037
3129.22664,0.74035
3128.74447,0.7403
3128.26231,0.74024
3127.78015,0.74006
3127.29799,0.73981
3126.81583,0.73983
3126.33367,0.74016
3125.85151,0.74056
3125.36935,0.7409
3124.88718,0.74125
3124.40502,0.74149
3123.92286,0.74143
3123.4407,0.74099
3122.95854,0.74054
3122.47638,0.74079
3121.99422,0.74176
3121.51206,0.74289
3121.02989,0.74375
3120.54773,0.74417
3120.06557,0.74405
3119.58341,0.74355
3119.10125,0.7432
3118.61909,0.74338
3118.13693,0.74402
3117.65477,0.74477
3117.1726,0.74503
3116.69044,0.74458
3116.20828,0.74415
3115.72612,0.7444
3115.24396,0.74488
3114.7618,0.74502
3114.27964,0.74495
3113.79748,0.74491
3113.31531,0.74487
3112.83315,0.74486
3112.35099,0.74499
3111.86883,0.74525
3111.38667,0.74548
3110.90451,0.74561
3110.42235,0.74582
3109.94019,0.74629
3109.45802,0.74695
3108.97586,0.74742
3108.4937,0.7474
3108.01154,0.74701
3107.52938,0.74668
3107.04722,0.74666
3106.56506,0.74687
3106.08289,0.74711
3105.60073,0.74728
3105.11857,0.74736
3104.63641,0.74744
3104.15425,0.74751
3103.67209,0.74748
3103.18993,0.74746
3102.70777,0.7476
3102.2256,0.74761
3101.74344,0.74744
3101.26128,0.74764
3100.77912,0.74822
3100.29696,0.74861
3099.8148,0.74879
3099.33264,0.74905
3098.85048,0.7492
3098.36831,0.74914
3097.88615,0.74909
3097.40399,0.74912
3096.92183,0.74894
3096.43967,0.74856
3095.95751,0.74851
3095.47535,0.74899
3094.99319,0.74959
3094.51102,0.75
3094.02886,0.75032
3093.5467,0.75065
3093.06454,0.75097
3092.58238,0.75121
3092.10022,0.75139
3091.61806,0.7517
3091.1359,0.75218
3090.65373,0.75259
3090.17157,0.75268
3089.68941,0.75253
3089.20725,0.75237
3088.72509,0.75232
3088.24293,0.75239
3087.76077,0.75254
3087.27861,0.75267
3086.79644,0.75249
3086.31428,0.75203
3085.83212,0.75203
3085.34996,0.75285
3084.8678,0.75385
3084.38564,0.7543
3083.90348,0.7541
3083.42132,0.75361
3082.93915,0.75333
3082.45699,0.75342
3081.97483,0.75375
3081.49267,0.75427
3081.01051,0.75479
3080.52835,0.7548
3080.04619,0.75444
3079.56403,0.75447
3079.08186,0.755
3078.5997,0.75543
3078.11754,0.75557
3077.63538,0.7556
3077.15322,0.75559
3076.67106,0.75553
3076.1889,0.75546
3075.70674,0.75543
3075.22457,0.75547
3074.74241,0.75559
3074.26025,0.75547
3073.77809,0.75453
3073.29593,0.75331
3072.81377,0.75332
3072.33161,0.7545
3071.84944,0.75551
3071.36728,0.75574
3070.88512,0.75563
3070.40296,0.75582
3069.9208,0.75631
3069.43864,0.7568
3068.95648,0.75728
3068.47432,0.75769
3067.99215,0.7576
3067.50999,0.75712
3067.02783,0.75704
3066.54567,0.75741
3066.06351,0.75762
3065.58135,0.75736
3065.09919,0.75677
3064.61703,0.75649
3064.13486,0.75699
3063.6527,0.75777
3063.17054,0.75817
3062.68838,0.75827
3062.20622,0.75837
3061.72406,0.75848
3061.2419,0.7585
3060.75974,0.75786
3060.27757,0.75541
3059.79541,0.75228
3059.31325,0.75202
3058.83109,0.75473
3058.34893,0.75706
3057.86677,0.7575
3057.38461,0.75688
3056.90245,0.75663
3056.42028,0.75738
3055.93812,0.75862
3055.45596,0.75975
3054.9738,0.76046
3054.49164,0.76067
3054.00948,0.76055
3053.52732,0.76043
3053.04516,0.7605
3052.56299,0.76075
3052.08083,0.76119
3051.59867,0.76169
3051.11651,0.76193
3050.63435,0.76182
3050.15219,0.7615
3049.67003,0.76103
3049.18787,0.76062
3048.7057,0.76058
3048.22354,0.76092
3047.74138,0.76134
3047.25922,0.76164
3046.77706,0.76165
3046.2949,0.75941
3045.81274,0.75314
3045.33058,0.748
3044.84841,0.7502
3044.36625,0.7561
3043.88409,0.75915
3043.40193,0.7588
3042.91977,0.75839
3042.43761,0.75989
3041.95545,0.76181
3041.47328,0.76293
3040.99112,0.76359
3040.50896,0.76389
3040.0268,0.76386
3039.54464,0.76366
3039.06248,0.76352
3038.58032,0.76347
3038.09816,0.76351
3037.61599,0.7636
3037.13383,0.76369
3036.65167,0.76386
3036.16951,0.76411
3035.68735,0.76446
3035.20519,0.76456
3034.72303,0.76438
3034.24087,0.76437
3033.7587,0.7647
3033.27654,0.76484
3032.79438,0.76434
3032.31222,0.76352
3031.83006,0.76256
3031.3479,0.75798
3030.86574,0.7461
3030.38358,0.73634
3029.90141,0.74046
3029.41925,0.75178
3028.93709,0.75752
3028.45493,0.75612
3027.97277,0.75453
3027.49061,0.75732
3027.00845,0.76161
3026.52629,0.76404
3026.04412,0.7651
3025.56196,0.76584
3025.0798,0.76641
3024.59764,0.76666
3024.11548,0.76662
3023.63332,0.76647
3023.15116,0.76637
3022.669,0.76637
3022.18683,0.76652
3021.70467,0.76671
3021.22251,0.76687
3020.74035,0.76701
3020.25819,0.76727
3019.77603,0.76745
3019.29387,0.76738
3018.81171,0.76722
3018.32954,0.76716
3017.84738,0.76728
3017.36522,0.76745
3016.88306,0.76743
3016.4009,0.76697
3015.91874,0.76367
3015.43658,0.74967
3014.95442,0.72809
3014.47225,0.72172
3013.99009,0.73675
3013.50793,0.75195
3013.02577,0.75369
3012.54361,0.74923
3012.06145,0.75088
3011.57929,0.75868
3011.09712,0.76479
3010.61496,0.76728
3010.1328,0.76812
3009.65064,0.76847
3009.16848,0.76869
3008.68632,0.76884
3008.20416,0.76899
3007.722,0.7691
3007.23983,0.76915
3006.75767,0.76913
3006.27551,0.76911
3005.79335,0.76911
3005.31119,0.76909
3004.82903,0.76914
3004.34687,0.76923
3003.86471,0.76934
3003.38254,0.76942
3002.90038,0.76951
3002.41822,0.76967
3001.93606,0.76982
3001.4539,0.76989
3000.97174,0.76984
3000.48958,0.76967
3000.00742,0.76904
2999.52525,0.76335
2999.04309,0.74078
2998.56093,0.70853
2998.07877,0.70082
2997.59661,0.72391
2997.11445,0.74561
2996.63229,0.74732
2996.15013,0.7408
2995.66796,0.74371
2995.1858,0.75512
2994.70364,0.76412
2994.22148,0.76844
2993.73932,0.77041
2993.25716,0.77139
2992.775,0.77178
2992.29284,0.77176
2991.81067,0.77154
2991.32851,0.77134
2990.84635,0.77124
2990.36419,0.77116
2989.88203,0.77114
2989.39987,0.77105
2988.91771,0.77103
2988.43555,0.77101
2987.95338,0.771
2987.47122,0.77108
2986.98906,0.77119
2986.5069,0.77133
2986.02474,0.77137
2985.54258,0.7714
2985.06042,0.77133
2984.57826,0.77122
2984.09609,0.77107
2983.61393,0.77084
2983.13177,0.77028
2982.64961,0.76638
2982.16745,0.74538
2981.68529,0.70258
2981.20313,0.67567
2980.72097,0.69441
2980.2388,0.72855
2979.75664,0.74
2979.27448,0.73224
2978.79232,0.73125
2978.31016,0.74484
2977.828,0.75906
2977.34584,0.7664
2976.86367,0.76931
2976.38151,0.77016
2975.89935,0.77031
2975.41719,0.77039
2974.93503,0.77041
2974.45287,0.77015
2973.97071,0.76971
2973.48855,0.76932
2973.00638,0.76906
2972.52422,0.76884
2972.04206,0.76856
2971.5599,0.76825
2971.07774,0.7679
2970.59558,0.7675
2970.11342,0.76703
2969.63126,0.76654
2969.14909,0.76608
2968.66693,0.76559
2968.18477,0.76513
2967.70261,0.76468
2967.22045,0.76419
2966.73829,0.76361
2966.25613,0.76294
2965.77397,0.76212
2965.2918,0.76051
2964.80964,0.75184
2964.32748,0.71869
2963.84532,0.66803
2963.36316,0.65028
2962.881,0.68219
2962.39884,0.71715
2961.91668,0.72199
2961.43451,0.71326
2960.95235,0.71901
2960.47019,0.73804
2959.98803,0.75318
2959.50587,0.76054
2959.02371,0.76358
2958.54155,0.76478
2958.05939,0.76545
2957.57722,0.76606
2957.09506,0.76674
2956.6129,0.76732
2956.13074,0.76791
2955.64858,0.76837
2955.16642,0.76884
2954.68426,0.76925
2954.2021,0.76976
2953.71993,0.77047
2953.23777,0.77116
2952.75561,0.77171
2952.27345,0.77184
2951.79129,0.77187
2951.30913,0.77188
2950.82697,0.77201
2950.34481,0.7722
2949.86264,0.77233
2949.38048,0.77251
2948.89832,0.77261
2948.41616,0.77285
2947.934,0.77311
2947.45184,0.77311
2946.96968,0.77191
2946.48751,0.76392
2946.00535,0.73177
2945.52319,0.67805
2945.04103,0.65379
2944.55887,0.68385
2944.07671,0.72285
2943.59455,0.73104
2943.11239,0.7223
2942.63022,0.72709
2942.14806,0.74639
2941.6659,0.76258
2941.18374,0.77041
2940.70158,0.77352
2940.21942,0.7745
2939.73726,0.77476
2939.2551,0.77482
2938.77293,0.77484
2938.29077,0.77487
2937.80861,0.77495
2937.32645,0.77501
2936.84429,0.77507
2936.36213,0.77511
2935.87997,0.7751
2935.39781,0.77507
2934.91564,0.77503
2934.43348,0.77495
2933.95132,0.77487
2933.46916,0.77483
2932.987,0.77484
2932.50484,0.77493
2932.02268,0.77498
2931.54052,0.77502
2931.05835,0.77513
2930.57619,0.77537
2930.09403,0.77547
2929.61187,0.77523
2929.12971,0.77468
2928.64755,0.77397
2928.16539,0.77294
2927.68323,0.7697
2927.20106,0.75264
2926.7189,0.70961
2926.23674,0.66946
2925.75458,0.67614
2925.27242,0.7136
2924.79026,0.7343
2924.3081,0.73069
2923.82594,0.72917
2923.34377,0.74272
2922.86161,0.75891
2922.37945,0.76796
2921.89729,0.77168
2921.41513,0.77287
2920.93297,0.7732
2920.45081,0.7733
2919.96865,0.77344
2919.48648,0.77362
2919.00432,0.77384
2918.52216,0.774
2918.04,0.77403
2917.55784,0.77421
2917.07568,0.77447
2916.59352,0.77468
2916.11135,0.77472
2915.62919,0.77486
2915.14703,0.77529
2914.66487,0.77596
2914.18271,0.77673
2913.70055,0.77725
2913.21839,0.77742
2912.73623,0.77724
2912.25406,0.77707
2911.7719,0.77712
2911.28974,0.77736
2910.80758,0.77763
2910.32542,0.77773
2909.84326,0.77775
2909.3611,0.77764
2908.87894,0.77741
2908.39677,0.77681
2907.91461,0.77369
2907.43245,0.75868
2906.95029,0.72841
2906.46813,0.70861
2905.98597,0.72089
2905.50381,0.74488
2905.02165,0.75404
2904.53948,0.75181
2904.05732,0.75434
2903.57516,0.76405
2903.093,0.77262
2902.61084,0.77693
2902.12868,0.77872
2901.64652,0.77941
2901.16436,0.77977
2900.68219,0.78002
2900.20003,0.7802
2899.71787,0.78027
2899.23571,0.78036
2898.75355,0.78054
2898.27139,0.78072
2897.78923,0.78087
2897.30707,0.7811
2896.8249,0.78151
2896.34274,0.78187
2895.86058,0.78198
2895.37842,0.7819
2894.89626,0.78184
2894.4141,0.78186
2893.93194,0.78191
2893.44978,0.78203
2892.96761,0.78214
2892.48545,0.78225
2892.00329,0.78235
2891.52113,0.78246
2891.03897,0.78254
2890.55681,0.7826
2890.07465,0.78271
2889.59249,0.78281
2889.11032,0.78287
2888.62816,0.78291
2888.146,0.783
2887.66384,0.78312
2887.18168,0.78323
2886.69952,0.78335
2886.21736,0.78346
2885.7352,0.78353
2885.25303,0.78356
2884.77087,0.78358
2884.28871,0.78366
2883.80655,0.78378
2883.32439,0.78388
2882.84223,0.78397
2882.36007,0.78403
2881.8779,0.78405
2881.39574,0.78407
2880.91358,0.78413
2880.43142,0.78419
2879.94926,0.78424
2879.4671,0.78428
2878.98494,0.7843
2878.50278,0.78434
2878.02061,0.78439
2877.53845,0.78447
2877.05629,0.78457
2876.57413,0.78463
2876.09197,0.78466
2875.60981,0.78471
2875.12765,0.78487
2874.64549,0.78519
2874.16332,0.78561
2873.68116,0.78588
2873.199,0.78582
2872.71684,0.78555
2872.23468,0.78528
2871.75252,0.78515
2871.27036,0.7851
2870.7882,0.78507
2870.30603,0.78502
2869.82387,0.78497
2869.34171,0.78494
2868.85955,0.78494
2868.37739,0.78492
2867.89523,0.78477
2867.41307,0.78437
2866.93091,0.78291
2866.44874,0.77414
2865.96658,0.74922
2865.48442,0.7224
2865.00226,0.72272
2864.5201,0.74496
2864.03794,0.75936
2863.55578,0.75933
2863.07362,0.76007
2862.59145,0.76841
2862.10929,0.77738
2861.62713,0.78229
2861.14497,0.7844
2860.66281,0.78525
2860.18065,0.78559
2859.69849,0.7856
2859.21633,0.78546
2858.73416,0.78528
2858.252,0.78522
2857.76984,0.7852
2857.28768,0.78517
2856.80552,0.78514
2856.32336,0.78506
2855.8412,0.785
2855.35904,0.78489
2854.87687,0.78479
2854.39471,0.78465
2853.91255,0.78455
2853.43039,0.78447
2852.94823,0.78435
2852.46607,0.78421
2851.98391,0.78399
2851.50174,0.78379
2851.01958,0.78359
2850.53742,0.78352
2850.05526,0.78349
2849.5731,0.78349
2849.09094,0.78365
2848.60878,0.78396
2848.12662,0.78434
2847.64445,0.78457
2847.16229,0.7847
2846.68013,0.7847
2846.19797,0.78453
2845.71581,0.7838
2845.23365,0.77873
2844.75149,0.75508
2844.26933,0.7109
2843.78716,0.68613
2843.305,0.7071
2842.82284,0.73893
2842.34068,0.74722
2841.85852,0.74459
2841.37636,0.75304
2840.8942,0.7691
2840.41204,0.78053
2839.92987,0.78593
2839.44771,0.78823
2838.96555,0.78906
2838.48339,0.78928
2838.00123,0.78921
2837.51907,0.78906
2837.03691,0.78896
2836.55475,0.789
2836.07258,0.78913
2835.59042,0.78932
2835.10826,0.78946
2834.6261,0.78947
2834.14394,0.78945
2833.66178,0.78948
2833.17962,0.78959
2832.69746,0.78966
2832.21529,0.78967
2831.73313,0.78965
2831.25097,0.78961
2830.76881,0.78962
2830.28665,0.78968
2829.80449,0.78977
2829.32233,0.78988
2828.84017,0.78996
2828.358,0.78999
2827.87584,0.78994
2827.39368,0.78993
2826.91152,0.78998
2826.42936,0.79003
2825.9472,0.79002
2825.46504,0.78993
2824.98288,0.7898
2824.50071,0.78958
2824.01855,0.7891
2823.53639,0.78767
2823.05423,0.77884
2822.57207,0.74602
2822.08991,0.69771
2821.60775,0.68269
2821.12558,0.71321
2820.64342,0.74183
2820.16126,0.74411
2819.6791,0.74359
2819.19694,0.75745
2818.71478,0.77475
2818.23262,0.78472
2817.75046,0.78885
2817.26829,0.79019
2816.78613,0.79055
2816.30397,0.79072
2815.82181,0.7909
2815.33965,0.79105
2814.85749,0.79115
2814.37533,0.79129
2813.89317,0.79133
2813.411,0.79136
2812.92884,0.79137
2812.44668,0.79148
2811.96452,0.79158
2811.48236,0.79168
2811.0002,0.79186
2810.51804,0.79205
2810.03588,0.79216
2809.55371,0.79208
2809.07155,0.79201
2808.58939,0.79195
2808.10723,0.79193
2807.62507,0.79194
2807.14291,0.79194
2806.66075,0.79202
2806.17859,0.79206
2805.69642,0.79207
2805.21426,0.792
2804.7321,0.79199
2804.24994,0.79202
2803.76778,0.79207
2803.28562,0.79211
2802.80346,0.79205
2802.3213,0.79194
2801.83913,0.79174
2801.35697,0.79136
2800.87481,0.79006
2800.39265,0.78127
2799.91049,0.74958
2799.42833,0.7056
2798.94617,0.69522
2798.46401,0.72484
2797.98184,0.74884
2797.49968,0.74942
2797.01752,0.75065
2796.53536,0.76488
2796.0532,0.78012
2795.57104,0.78823
2795.08888,0.79138
2794.60672,0.79235
2794.12455,0.79262
2793.64239,0.79274
2793.16023,0.79286
2792.67807,0.79304
2792.19591,0.79326
2791.71375,0.79343
2791.23159,0.79345
2790.74943,0.79343
2790.26726,0.79351
2789.7851,0.79376
2789.30294,0.794
2788.82078,0.79402
2788.33862,0.79387
2787.85646,0.79372
2787.3743,0.79363
2786.89213,0.79361
2786.40997,0.79364
2785.92781,0.79366
2785.44565,0.79369
2784.96349,0.79374
2784.48133,0.79381
2783.99917,0.79388
2783.51701,0.79393
2783.03484,0.79394
2782.55268,0.79397
2782.07052,0.79401
2781.58836,0.79406
2781.1062,0.79408
2780.62404,0.79409
2780.14188,0.79405
2779.65972,0.79401
2779.17755,0.79396
2778.69539,0.79384
2778.21323,0.79358
2777.73107,0.79283
2777.24891,0.78714
2776.76675,0.76358
2776.28459,0.72729
