Wavenumber (cm-1),% Transmittance
3746.32163,0.92298
3745.83948,0.96542
3745.35733,1.05299
3744.87518,1.16969
3744.39303,1.14866
3743.91087,1.02731
3743.42872,0.94514
3742.94657,0.90688
3742.46442,0.89791
3741.98227,0.90798
3741.50011,0.91921
3741.01796,0.91413
3740.53581,0.89898
3740.05366,0.88888
3739.57151,0.89245
3739.08935,0.90849
3738.6072,0.92092
3738.12505,0.92354
3737.6429,0.93642
3737.16074,0.96304
3736.67859,0.97877
3736.19644,0.99213
3735.71429,1.02498
3735.23214,1.04803
3734.74998,1.01759
3734.26783,0.96158
3733.78568,0.92677
3733.30353,0.92978
3732.82138,0.96483
3732.33922,0.98845
3731.85707,0.95887
3731.37492,0.91823
3730.89277,0.8946
3730.41062,0.8828
3729.92846,0.87571
3729.44631,0.87159
3728.96416,0.87135
3728.48201,0.87572
3727.99986,0.88512
3727.5177,0.90252
3727.03555,0.92189
3726.5534,0.92383
3726.07125,0.91435
3725.58909,0.91139
3725.10694,0.9078
3724.62479,0.89616
3724.14264,0.88725
3723.66049,0.89184
3723.17833,0.91305
3722.69618,0.93762
3722.21403,0.93595
3721.73188,0.90991
3721.24973,0.8873
3720.76757,0.87702
3720.28542,0.87825
3719.80327,0.89045
3719.32112,0.90256
3718.83897,0.89892
3718.35681,0.88513
3717.87466,0.87492
3717.39251,0.8706
3716.91036,0.86953
3716.42821,0.86992
3715.94605,0.87385
3715.4639,0.8825
3714.98175,0.88815
3714.4996,0.88613
3714.01745,0.88724
3713.53529,0.90607
3713.05314,0.95011
3712.57099,1.00079
3712.08884,1.00169
3711.60668,0.96358
3711.12453,0.93237
3710.64238,0.92368
3710.16023,0.94172
3709.67808,0.96109
3709.19592,0.94373
3708.71377,0.90961
3708.23162,0.88703
3707.74947,0.87649
3707.26732,0.87236
3706.78516,0.87146
3706.30301,0.8721
3705.82086,0.87237
3705.33871,0.87092
3704.85656,0.86893
3704.3744,0.86793
3703.89225,0.86858
3703.4101,0.87406
3702.92795,0.89258
3702.4458,0.92528
3701.96364,0.94397
3701.48149,0.9248
3700.99934,0.89608
3700.51719,0.87894
3700.03503,0.87161
3699.55288,0.8689
3699.07073,0.8676
3698.58858,0.86671
3698.10643,0.86668
3697.62427,0.86873
3697.14212,0.8726
3696.65997,0.8747
3696.17782,0.87325
3695.69567,0.87118
3695.21351,0.87053
3694.73136,0.87116
3694.24921,0.87285
3693.76706,0.87457
3693.28491,0.87602
3692.80275,0.88276
3692.3206,0.9061
3691.83845,0.94665
3691.3563,0.97186
3690.87415,0.95708
3690.39199,0.93208
3689.90984,0.92643
3689.42769,0.95171
3688.94554,0.99972
3688.46339,1.00933
3687.98123,0.96184
3687.49908,0.91799
3687.01693,0.89302
3686.53478,0.88025
3686.05262,0.87434
3685.57047,0.87344
3685.08832,0.87538
3684.60617,0.87583
3684.12402,0.87322
3683.64186,0.87026
3683.15971,0.86856
3682.67756,0.86792
3682.19541,0.86802
3681.71326,0.8693
3681.2311,0.87304
3680.74895,0.88276
3680.2668,0.90161
3679.78465,0.91819
3679.3025,0.91386
3678.82034,0.89907
3678.33819,0.89462
3677.85604,0.90247
3677.37389,0.92036
3676.89174,0.95726
3676.40958,1.01933
3675.92743,1.08019
3675.44528,1.09952
3674.96313,1.05867
3674.48097,0.98606
3673.99882,0.92919
3673.51667,0.89813
3673.03452,0.88551
3672.55237,0.88618
3672.07021,0.90321
3671.58806,0.943
3671.10591,0.99143
3670.62376,0.99353
3670.14161,0.96577
3669.65945,0.96111
3669.1773,0.97007
3668.69515,0.95283
3668.213,0.91642
3667.73085,0.89017
3667.24869,0.87732
3666.76654,0.87179
3666.28439,0.8695
3665.80224,0.86831
3665.32009,0.86739
3664.83793,0.86666
3664.35578,0.86618
3663.87363,0.86597
3663.39148,0.86592
3662.90932,0.86594
3662.42717,0.86613
3661.94502,0.86648
3661.46287,0.86731
3660.98072,0.86945
3660.49856,0.87214
3660.01641,0.87276
3659.53426,0.87098
3659.05211,0.86942
3658.56996,0.86969
3658.0878,0.87374
3657.60565,0.88895
3657.1235,0.9234
3656.64135,0.95945
3656.1592,0.95145
3655.67704,0.91588
3655.19489,0.89005
3654.71274,0.87729
3654.23059,0.87221
3653.74844,0.87192
3653.26628,0.87458
3652.78413,0.88295
3652.30198,0.90776
3651.81983,0.9551
3651.33768,1.00317
3650.85552,1.01544
3650.37337,1.01058
3649.89122,1.02038
3649.40907,1.01731
3648.92691,0.98418
3648.44476,0.97226
3647.96261,0.99606
3647.48046,1.01382
3646.99831,0.98708
3646.51615,0.94228
3646.034,0.90781
3645.55185,0.8873
3645.0697,0.87574
3644.58755,0.86959
3644.10539,0.86803
3643.62324,0.87062
3643.14109,0.87548
3642.65894,0.87873
3642.17679,0.87756
3641.69463,0.87278
3641.21248,0.8678
3640.73033,0.86529
3640.24818,0.86462
3639.76603,0.86436
3639.28387,0.86616
3638.80172,0.87145
3638.31957,0.87529
3637.83742,0.87273
3637.35526,0.86717
3636.87311,0.86322
3636.39096,0.86156
3635.90881,0.86168
3635.42666,0.8647
3634.9445,0.87589
3634.46235,0.8954
3633.9802,0.90489
3633.49805,0.89335
3633.0159,0.87765
3632.53374,0.86912
3632.05159,0.86763
3631.56944,0.8731
3631.08729,0.88722
3630.60514,0.91712
3630.12298,0.9684
3629.64083,1.01896
3629.15868,1.04146
3628.67653,1.02825
3628.19438,0.97292
3627.71222,0.91881
3627.23007,0.89285
3626.74792,0.88585
3626.26577,0.88095
3625.78362,0.87196
3625.30146,0.8639
3624.81931,0.85945
3624.33716,0.85798
3623.85501,0.85866
3623.37285,0.85935
3622.8907,0.85923
3622.40855,0.86221
3621.9264,0.87152
3621.44425,0.88185
3620.96209,0.89258
3620.47994,0.91628
3619.99779,0.94475
3619.51564,0.94053
3619.03349,0.91982
3618.55133,0.91967
3618.06918,0.92781
3617.58703,0.91403
3617.10488,0.88766
3616.62273,0.87182
3616.14057,0.87079
3615.65842,0.88183
3615.17627,0.89723
3614.69412,0.90118
3614.21197,0.89334
3613.72981,0.89649
3613.24766,0.91904
3612.76551,0.93251
3612.28336,0.91253
3611.8012,0.88414
3611.31905,0.86764
3610.8369,0.86496
3610.35475,0.87971
3609.8726,0.91087
3609.39044,0.92792
3608.90829,0.90887
3608.42614,0.88987
3607.94399,0.89394
3607.46184,0.90678
3606.97968,0.90073
3606.49753,0.87949
3606.01538,0.86334
3605.53323,0.85546
3605.05108,0.85168
3604.56892,0.85022
3604.08677,0.85127
3603.60462,0.85448
3603.12247,0.85717
3602.64032,0.8576
3602.15816,0.86032
3601.67601,0.86931
3601.19386,0.87699
3600.71171,0.87552
3600.22956,0.86964
3599.7474,0.8656
3599.26525,0.86579
3598.7831,0.86869
3598.30095,0.8678
3597.81879,0.86168
3597.33664,0.85785
3596.85449,0.86159
3596.37234,0.87359
3595.89019,0.88794
3595.40803,0.88931
3594.92588,0.87623
3594.44373,0.86763
3593.96158,0.8722
3593.47943,0.87786
3592.99727,0.87165
3592.51512,0.85974
3592.03297,0.85178
3591.55082,0.84838
3591.06867,0.84794
3590.58651,0.84962
3590.10436,0.85629
3589.62221,0.87659
3589.14006,0.90721
3588.65791,0.91903
3588.17575,0.90905
3587.6936,0.91033
3587.21145,0.92763
3586.7293,0.92892
3586.24714,0.90228
3585.76499,0.87521
3585.28284,0.85947
3584.80069,0.85227
3584.31854,0.85112
3583.83638,0.85158
3583.35423,0.85017
3582.87208,0.84764
3582.38993,0.84512
3581.90778,0.843
3581.42562,0.84264
3580.94347,0.84556
3580.46132,0.84975
3579.97917,0.85059
3579.49702,0.84722
3579.01486,0.84298
3578.53271,0.84081
3578.05056,0.84203
3577.56841,0.84503
3577.08626,0.84539
3576.6041,0.84226
3576.12195,0.8395
3575.6398,0.8398
3575.15765,0.84178
3574.6755,0.84222
3574.19334,0.84022
3573.71119,0.8375
3573.22904,0.83516
3572.74689,0.83322
3572.26473,0.83202
3571.78258,0.83266
3571.30043,0.83584
3570.81828,0.83879
3570.33613,0.83843
3569.85397,0.83907
3569.37182,0.85126
3568.88967,0.87992
3568.40752,0.90527
3567.92537,0.90451
3567.44321,0.89988
3566.96106,0.90749
3566.47891,0.90954
3565.99676,0.89274
3565.51461,0.86715
3565.03245,0.84776
3564.5503,0.8403
3564.06815,0.83944
3563.586,0.83702
3563.10385,0.83244
3562.62169,0.82857
3562.13954,0.8252
3561.65739,0.82288
3561.17524,0.82417
3560.69308,0.82808
3560.21093,0.82818
3559.72878,0.82225
3559.24663,0.81566
3558.76448,0.81164
3558.28232,0.80997
3557.80017,0.80989
3557.31802,0.80949
3556.83587,0.80742
3556.35372,0.80476
3555.87156,0.80284
3555.38941,0.80183
3554.90726,0.80266
3554.42511,0.80546
3553.94296,0.80718
3553.4608,0.80826
3552.97865,0.81361
3552.4965,0.81938
3552.01435,0.81568
3551.5322,0.80557
3551.05004,0.79764
3550.56789,0.7929
3550.08574,0.7895
3549.60359,0.78789
3549.12143,0.78863
3548.63928,0.79038
3548.15713,0.79472
3547.67498,0.80368
3547.19283,0.80867
3546.71067,0.80358
3546.22852,0.80024
3545.74637,0.80368
3545.26422,0.80299
3544.78207,0.79476
3544.29991,0.78673
3543.81776,0.78163
3543.33561,0.77745
3542.85346,0.77279
3542.37131,0.76781
3541.88915,0.76365
3541.407,0.76078
3540.92485,0.75877
3540.4427,0.75716
3539.96055,0.75567
3539.47839,0.75414
3538.99624,0.75242
3538.51409,0.75069
3538.03194,0.74974
3537.54979,0.75149
3537.06763,0.75635
3536.58548,0.75906
3536.10333,0.75498
3535.62118,0.7479
3535.13902,0.74258
3534.65687,0.73936
3534.17472,0.73721
3533.69257,0.73556
3533.21042,0.73416
3532.72826,0.7331
3532.24611,0.73294
3531.76396,0.73386
3531.28181,0.73447
3530.79966,0.73338
3530.3175,0.73246
3529.83535,0.73466
3529.3532,0.73762
3528.87105,0.73714
3528.3889,0.73535
3527.90674,0.73563
3527.42459,0.73553
3526.94244,0.73205
3526.46029,0.72805
3525.97814,0.72587
3525.49598,0.724
3525.01383,0.72309
3524.53168,0.72436
3524.04953,0.7267
3523.56737,0.72872
3523.08522,0.72756
3522.60307,0.72158
3522.12092,0.71434
3521.63877,0.70918
3521.15661,0.70603
3520.67446,0.70414
3520.19231,0.70345
3519.71016,0.70369
3519.22801,0.70354
3518.74585,0.70217
3518.2637,0.7006
3517.78155,0.69937
3517.2994,0.69776
3516.81725,0.69586
3516.33509,0.69436
3515.85294,0.69335
3515.37079,0.69266
3514.88864,0.69228
3514.40649,0.69219
3513.92433,0.69208
3513.44218,0.69148
3512.96003,0.69047
3512.47788,0.68984
3511.99573,0.68971
3511.51357,0.68927
3511.03142,0.68894
3510.54927,0.69097
3510.06712,0.69552
3509.58496,0.69761
3509.10281,0.69402
3508.62066,0.68823
3508.13851,0.68383
3507.65636,0.68136
3507.1742,0.68025
3506.69205,0.67984
3506.2099,0.67984
3505.72775,0.6806
3505.2456,0.68231
3504.76344,0.68427
3504.28129,0.68699
3503.79914,0.69111
3503.31699,0.69337
3502.83484,0.6912
3502.35268,0.68709
3501.87053,0.68307
3501.38838,0.67902
3500.90623,0.67572
3500.42408,0.67401
3499.94192,0.6732
3499.45977,0.67237
3498.97762,0.6715
3498.49547,0.67089
3498.01331,0.6711
3497.53116,0.67262
3497.04901,0.67429
3496.56686,0.67428
3496.08471,0.67319
3495.60255,0.67239
3495.1204,0.67142
3494.63825,0.67005
3494.1561,0.66891
3493.67395,0.66825
3493.19179,0.66794
3492.70964,0.66792
3492.22749,0.66819
3491.74534,0.66871
3491.26319,0.66919
3490.78103,0.66933
3490.29888,0.66937
3489.81673,0.66989
3489.33458,0.67174
3488.85243,0.67522
3488.37027,0.67818
3487.88812,0.67832
3487.40597,0.67714
3486.92382,0.6769
3486.44167,0.67757
3485.95951,0.67826
3485.47736,0.67877
3484.99521,0.67955
3484.51306,0.6808
3484.0309,0.68236
3483.54875,0.68516
3483.0666,0.69035
3482.58445,0.69542
3482.1023,0.69678
3481.62014,0.69642
3481.13799,0.69754
3480.65584,0.699
3480.17369,0.69937
3479.69154,0.69933
3479.20938,0.69951
3478.72723,0.69999
3478.24508,0.70085
3477.76293,0.70207
3477.28078,0.70347
3476.79862,0.70493
3476.31647,0.70678
3475.83432,0.70945
3475.35217,0.71204
3474.87002,0.71304
3474.38786,0.71286
3473.90571,0.71283
3473.42356,0.71304
3472.94141,0.71312
3472.45925,0.71325
3471.9771,0.71361
3471.49495,0.71406
3471.0128,0.71451
3470.53065,0.71487
3470.04849,0.71513
3469.56634,0.71521
3469.08419,0.71478
3468.60204,0.71378
3468.11989,0.71316
3467.63773,0.71368
3467.15558,0.71394
3466.67343,0.71218
3466.19128,0.70915
3465.70913,0.70646
3465.22697,0.70446
3464.74482,0.70277
3464.26267,0.70128
3463.78052,0.70055
3463.29837,0.70062
3462.81621,0.69999
3462.33406,0.69804
3461.85191,0.69584
3461.36976,0.69392
3460.8876,0.69206
3460.40545,0.69009
3459.9233,0.68811
3459.44115,0.68637
3458.959,0.68488
3458.47684,0.68345
3457.99469,0.68217
3457.51254,0.68119
3457.03039,0.68054
3456.54824,0.68008
3456.06608,0.67954
3455.58393,0.67879
3455.10178,0.67809
3454.61963,0.6777
3454.13748,0.6776
3453.65532,0.67774
3453.17317,0.67801
3452.69102,0.67833
3452.20887,0.67881
3451.72672,0.67947
3451.24456,0.68019
3450.76241,0.68093
3450.28026,0.68187
3449.79811,0.68317
3449.31596,0.68487
3448.8338,0.68707
3448.35165,0.6913
3447.8695,0.69875
3447.38735,0.70494
3446.90519,0.70447
3446.42304,0.70058
3445.94089,0.69869
3445.45874,0.69893
3444.97659,0.6996
3444.49443,0.70047
3444.01228,0.70223
3443.53013,0.70554
3443.04798,0.70972
3442.56583,0.71235
3442.08367,0.71263
3441.60152,0.7125
3441.11937,0.71324
3440.63722,0.71467
3440.15507,0.71637
3439.67291,0.71822
3439.19076,0.7203
3438.70861,0.72263
3438.22646,0.72502
3437.74431,0.72718
3437.26215,0.72895
3436.78,0.73044
3436.29785,0.73203
3435.8157,0.73402
3435.33354,0.73618
3434.85139,0.73798
3434.36924,0.73922
3433.88709,0.74037
3433.40494,0.74182
3432.92278,0.74338
3432.44063,0.74492
3431.95848,0.74693
3431.47633,0.74938
3430.99418,0.75143
3430.51202,0.7526
3430.02987,0.7532
3429.54772,0.75392
3429.06557,0.75534
3428.58342,0.75728
3428.10126,0.75884
3427.61911,0.75969
3427.13696,0.76036
3426.65481,0.76126
3426.17266,0.76234
3425.6905,0.76352
3425.20835,0.76478
3424.7262,0.76614
3424.24405,0.76766
3423.7619,0.76931
3423.27974,0.77104
3422.79759,0.77302
3422.31544,0.77499
3421.83329,0.77677
3421.35113,0.77933
3420.86898,0.7822
3420.38683,0.78298
3419.90468,0.78157
3419.42253,0.78013
3418.94037,0.77959
3418.45822,0.77973
3417.97607,0.78019
3417.49392,0.7808
3417.01177,0.78156
3416.52961,0.78235
3416.04746,0.78309
3415.56531,0.78382
3415.08316,0.78465
3414.60101,0.78558
3414.11885,0.7866
3413.6367,0.78777
3413.15455,0.78889
3412.6724,0.78956
3412.19025,0.7898
3411.70809,0.78991
3411.22594,0.79013
3410.74379,0.79054
3410.26164,0.79129
3409.77948,0.79239
3409.29733,0.79346
3408.81518,0.79397
3408.33303,0.79401
3407.85088,0.79412
3407.36872,0.79453
3406.88657,0.7951
3406.40442,0.79566
3405.92227,0.79621
3405.44012,0.79675
3404.95796,0.79736
3404.47581,0.79824
3403.99366,0.79923
3403.51151,0.79994
3403.02936,0.80052
3402.5472,0.80138
3402.06505,0.80244
3401.5829,0.8033
3401.10075,0.80377
3400.6186,0.80407
3400.13644,0.80434
3399.65429,0.80441
3399.17214,0.80419
3398.68999,0.80417
3398.20784,0.8053
3397.72568,0.80731
3397.24353,0.80818
3396.76138,0.80734
3396.27923,0.80635
3395.79707,0.80607
3395.31492,0.80622
3394.83277,0.80649
3394.35062,0.80713
3393.86847,0.80899
3393.38631,0.81203
3392.90416,0.81419
3392.42201,0.81413
3391.93986,0.81292
3391.45771,0.81177
3390.97555,0.8109
3390.4934,0.8103
3390.01125,0.80997
3389.5291,0.80991
3389.04695,0.80996
3388.56479,0.8101
3388.08264,0.81043
3387.60049,0.81086
