cm-1,A
3386.15403,0.13078
3385.67188,0.13076
3385.18973,0.13079
3384.70758,0.13081
3384.22542,0.13095
3383.74327,0.13114
3383.26112,0.1313
3382.77897,0.13145
3382.29682,0.13158
3381.81466,0.13168
3381.33251,0.13175
3380.85036,0.13181
3380.36821,0.13188
3379.88606,0.13194
3379.4039,0.13199
3378.92175,0.13204
3378.4396,0.1321
3377.95745,0.13216
3377.4753,0.13225
3376.99314,0.13235
3376.51099,0.13242
3376.02884,0.13247
3375.54669,0.13251
3375.06454,0.13255
3374.58238,0.13261
3374.10023,0.13269
3373.61808,0.13277
3373.13593,0.13284
3372.65377,0.1329
3372.17162,0.13296
3371.68947,0.13303
3371.20732,0.13311
3370.72517,0.1332
3370.24301,0.13328
3369.76086,0.13331
3369.27871,0.1333
3368.79656,0.13328
3368.31441,0.13321
3367.83225,0.13318
3367.3501,0.13328
3366.86795,0.13335
3366.3858,0.13326
3365.90365,0.13319
3365.42149,0.13327
3364.93934,0.13339
3364.45719,0.13353
3363.97504,0.13373
3363.49289,0.13388
3363.01073,0.1339
3362.52858,0.1338
3362.04643,0.13374
3361.56428,0.13388
3361.08213,0.13409
3360.59997,0.13422
3360.11782,0.13426
3359.63567,0.13434
3359.15352,0.13447
3358.67136,0.13458
3358.18921,0.13463
3357.70706,0.1346
3357.22491,0.13458
3356.74276,0.13459
3356.2606,0.13457
3355.77845,0.13461
3355.2963,0.13477
3354.81415,0.13496
3354.332,0.13509
3353.84984,0.13518
3353.36769,0.13527
3352.88554,0.13536
3352.40339,0.13543
3351.92124,0.13551
3351.43908,0.1356
3350.95693,0.1357
3350.47478,0.13578
3349.99263,0.13582
3349.51048,0.13585
3349.02832,0.13588
3348.54617,0.1359
3348.06402,0.13595
3347.58187,0.13601
3347.09971,0.13607
3346.61756,0.13613
3346.13541,0.1362
3345.65326,0.13627
3345.17111,0.13634
3344.68895,0.13641
3344.2068,0.13649
3343.72465,0.13655
3343.2425,0.1366
3342.76035,0.13664
3342.27819,0.13668
3341.79604,0.13672
3341.31389,0.13677
3340.83174,0.13681
3340.34959,0.13687
3339.86743,0.13696
3339.38528,0.13707
3338.90313,0.13718
3338.42098,0.13723
3337.93883,0.13711
3337.45667,0.13683
3336.97452,0.1367
3336.49237,0.1369
3336.01022,0.13718
3335.52807,0.13728
3335.04591,0.13725
3334.56376,0.13731
3334.08161,0.1375
3333.59946,0.13767
3333.1173,0.13778
3332.63515,0.13787
3332.153,0.13795
3331.67085,0.13801
3331.1887,0.13806
3330.70654,0.13809
3330.22439,0.13812
3329.74224,0.13817
3329.26009,0.13825
3328.77794,0.13831
3328.29578,0.13831
3327.81363,0.13829
3327.33148,0.13829
3326.84933,0.13836
3326.36718,0.13849
3325.88502,0.13863
3325.40287,0.13869
3324.92072,0.1387
3324.43857,0.13875
3323.95642,0.13882
3323.47426,0.13888
3322.99211,0.13895
3322.50996,0.13905
3322.02781,0.13915
3321.54565,0.13924
3321.0635,0.1393
3320.58135,0.13935
3320.0992,0.1394
3319.61705,0.13945
3319.13489,0.1395
3318.65274,0.13954
3318.17059,0.13958
3317.68844,0.13963
3317.20629,0.13971
3316.72413,0.1398
3316.24198,0.13989
3315.75983,0.13996
3315.27768,0.14001
3314.79553,0.14003
3314.31337,0.13997
3313.83122,0.13986
3313.34907,0.13985
3312.86692,0.13998
3312.38477,0.14015
3311.90261,0.14027
3311.42046,0.14031
3310.93831,0.14033
3310.45616,0.14039
3309.97401,0.14043
3309.49185,0.14032
3309.0097,0.14021
3308.52755,0.14033
3308.0454,0.14061
3307.56324,0.14089
3307.08109,0.14111
3306.59894,0.14125
3306.11679,0.14133
3305.63464,0.14139
3305.15248,0.14145
3304.67033,0.1415
3304.18818,0.14151
3303.70603,0.14149
3303.22388,0.14151
3302.74172,0.14158
3302.25957,0.14164
3301.77742,0.14171
3301.29527,0.14177
3300.81312,0.14182
3300.33096,0.14187
3299.84881,0.14193
3299.36666,0.14199
3298.88451,0.142
3298.40236,0.14195
3297.9202,0.14193
3297.43805,0.14202
3296.9559,0.1422
3296.47375,0.14236
3295.99159,0.14247
3295.50944,0.14257
3295.02729,0.14262
3294.54514,0.14264
3294.06299,0.14263
3293.58083,0.14258
3293.09868,0.14255
3292.61653,0.14261
3292.13438,0.14268
3291.65223,0.14272
3291.17007,0.14283
3290.68792,0.14301
3290.20577,0.14315
3289.72362,0.14317
3289.24147,0.14313
3288.75931,0.14313
3288.27716,0.14325
3287.79501,0.14342
3287.31286,0.14355
3286.83071,0.14365
3286.34855,0.14372
3285.8664,0.14378
3285.38425,0.14382
3284.9021,0.14384
3284.41994,0.14385
3283.93779,0.14384
3283.45564,0.14386
3282.97349,0.14395
3282.49134,0.1441
3282.00918,0.14425
3281.52703,0.14433
3281.04488,0.14434
3280.56273,0.14431
3280.08058,0.14434
3279.59842,0.14443
3279.11627,0.14455
3278.63412,0.14465
3278.15197,0.14473
3277.66982,0.14468
3277.18766,0.14446
3276.70551,0.14429
3276.22336,0.14444
3275.74121,0.14478
3275.25906,0.14499
3274.7769,0.14493
3274.29475,0.14467
3273.8126,0.14459
3273.33045,0.14484
3272.8483,0.14519
3272.36614,0.14544
3271.88399,0.1456
3271.40184,0.14572
3270.91969,0.14581
3270.43753,0.14589
3269.95538,0.14597
3269.47323,0.14603
3268.99108,0.14607
3268.50893,0.14611
3268.02677,0.14615
3267.54462,0.1462
3267.06247,0.14625
3266.58032,0.14629
3266.09817,0.14631
3265.61601,0.1463
3265.13386,0.14634
3264.65171,0.14646
3264.16956,0.14658
3263.68741,0.14666
3263.20525,0.14673
3262.7231,0.14681
3262.24095,0.14689
3261.7588,0.14693
3261.27665,0.14692
3260.79449,0.1469
3260.31234,0.14698
3259.83019,0.14713
3259.34804,0.14725
3258.86588,0.14733
3258.38373,0.14734
3257.90158,0.14729
3257.41943,0.14729
3256.93728,0.14741
3256.45512,0.14757
3255.97297,0.14772
3255.49082,0.14775
3255.00867,0.14757
3254.52652,0.14736
3254.04436,0.14742
3253.56221,0.14774
3253.08006,0.14802
3252.59791,0.1482
3252.11576,0.1483
3251.6336,0.14838
3251.15145,0.14845
3250.6693,0.14853
3250.18715,0.1486
3249.705,0.14867
3249.22284,0.14874
3248.74069,0.1488
3248.25854,0.14888
3247.77639,0.14897
3247.29424,0.14906
3246.81208,0.1491
3246.32993,0.14901
3245.84778,0.14871
3245.36563,0.1484
3244.88347,0.14846
3244.40132,0.14884
3243.91917,0.14921
3243.43702,0.14943
3242.95487,0.14955
3242.47271,0.14963
3241.99056,0.1497
3241.50841,0.14977
3241.02626,0.1498
3240.54411,0.1498
3240.06195,0.14988
3239.5798,0.15003
3239.09765,0.15017
3238.6155,0.15026
3238.13335,0.15031
3237.65119,0.15029
3237.16904,0.15022
3236.68689,0.15025
3236.20474,0.15043
3235.72259,0.15062
3235.24043,0.15077
3234.75828,0.15089
3234.27613,0.15097
3233.79398,0.15098
3233.31182,0.15095
3232.82967,0.15099
3232.34752,0.15111
3231.86537,0.15121
3231.38322,0.15128
3230.90106,0.15127
3230.41891,0.15123
3229.93676,0.15128
3229.45461,0.15143
3228.97246,0.15159
3228.4903,0.15164
3228.00815,0.1516
3227.526,0.15163
3227.04385,0.15179
3226.5617,0.15198
3226.07954,0.15212
3225.59739,0.15222
3225.11524,0.15232
3224.63309,0.15241
3224.15094,0.15249
3223.66878,0.15257
3223.18663,0.15261
3222.70448,0.15261
3222.22233,0.15264
3221.74018,0.15272
3221.25802,0.15278
3220.77587,0.15276
3220.29372,0.15266
3219.81157,0.15256
3219.32941,0.15267
3218.84726,0.15297
3218.36511,0.15326
3217.88296,0.15342
3217.40081,0.15348
3216.91865,0.15351
3216.4365,0.15358
3215.95435,0.15367
3215.4722,0.15368
3214.99005,0.15349
3214.50789,0.15327
3214.02574,0.15337
3213.54359,0.15374
3213.06144,0.15407
3212.57929,0.15427
3212.09713,0.15439
3211.61498,0.15447
3211.13283,0.15447
3210.65068,0.15433
3210.16853,0.15413
3209.68637,0.15418
3209.20422,0.15449
3208.72207,0.15481
3208.23992,0.15501
3207.75776,0.15514
3207.27561,0.15522
3206.79346,0.1553
3206.31131,0.15539
3205.82916,0.15548
3205.347,0.15556
3204.86485,0.15563
3204.3827,0.15571
3203.90055,0.15579
3203.4184,0.15588
3202.93624,0.15597
3202.45409,0.15606
3201.97194,0.15615
3201.48979,0.15624
3201.00764,0.1563
3200.52548,0.15633
3200.04333,0.15638
3199.56118,0.15646
3199.07903,0.15645
3198.59688,0.15628
3198.11472,0.15616
3197.63257,0.15633
3197.15042,0.15663
3196.66827,0.15681
3196.18611,0.15695
3195.70396,0.15713
3195.22181,0.15731
3194.73966,0.15746
3194.25751,0.15758
3193.77535,0.15769
3193.2932,0.15779
3192.81105,0.15788
3192.3289,0.15796
3191.84675,0.15804
3191.36459,0.15813
3190.88244,0.15822
3190.40029,0.15831
3189.91814,0.1584
3189.43599,0.15849
3188.95383,0.15858
3188.47168,0.15867
3187.98953,0.15875
3187.50738,0.15882
3187.02523,0.15889
3186.54307,0.15893
3186.06092,0.15889
3185.57877,0.15881
3185.09662,0.15886
3184.61447,0.15907
3184.13231,0.1593
3183.65016,0.15948
3183.16801,0.1596
3182.68586,0.1597
3182.2037,0.15979
3181.72155,0.15989
3181.2394,0.15999
3180.75725,0.16008
3180.2751,0.16016
3179.79294,0.16021
3179.31079,0.16012
3178.82864,0.15984
3178.34649,0.15967
3177.86434,0.1599
3177.38218,0.16033
3176.90003,0.16066
3176.41788,0.16085
3175.93573,0.16095
3175.45358,0.16103
3174.97142,0.16114
3174.48927,0.16126
3174.00712,0.16136
3173.52497,0.16145
3173.04282,0.16153
3172.56066,0.16163
3172.07851,0.16174
3171.59636,0.16183
3171.11421,0.16191
3170.63205,0.16197
3170.1499,0.16204
3169.66775,0.16213
3169.1856,0.16224
3168.70345,0.16233
3168.22129,0.16241
3167.73914,0.16249
3167.25699,0.1626
3166.77484,0.16271
3166.29269,0.16281
3165.81053,0.16291
3165.32838,0.163
3164.84623,0.16308
3164.36408,0.16316
3163.88193,0.16325
3163.39977,0.16336
3162.91762,0.16347
3162.43547,0.16356
3161.95332,0.16367
3161.47117,0.16378
3160.98901,0.16387
3160.50686,0.16396
3160.02471,0.16405
3159.54256,0.16414
3159.06041,0.16423
3158.57825,0.16431
3158.0961,0.16441
3157.61395,0.1645
3157.1318,0.16461
3156.64964,0.16471
3156.16749,0.1648
3155.68534,0.16489
3155.20319,0.16498
3154.72104,0.16508
3154.23888,0.16519
3153.75673,0.1653
3153.27458,0.16542
3152.79243,0.16554
3152.31028,0.16563
3151.82812,0.16569
3151.34597,0.16575
3150.86382,0.16583
3150.38167,0.16592
3149.89952,0.16601
3149.41736,0.1661
3148.93521,0.16619
3148.45306,0.16628
3147.97091,0.16636
3147.48876,0.16645
3147.0066,0.16654
3146.52445,0.16665
3146.0423,0.16675
3145.56015,0.16685
3145.07799,0.16694
3144.59584,0.16703
3144.11369,0.1671
3143.63154,0.16717
3143.14939,0.16723
3142.66723,0.16733
3142.18508,0.16745
3141.70293,0.16757
3141.22078,0.16767
3140.73863,0.16779
3140.25647,0.16792
3139.77432,0.16805
3139.29217,0.16815
3138.81002,0.16822
3138.32787,0.16831
3137.84571,0.1684
3137.36356,0.16847
3136.88141,0.16855
3136.39926,0.16863
3135.91711,0.16871
3135.43495,0.16878
3134.9528,0.16885
3134.47065,0.16886
3133.9885,0.16867
3133.50635,0.1684
3133.02419,0.16843
3132.54204,0.1688
3132.05989,0.16918
3131.57774,0.16943
3131.09558,0.16961
3130.61343,0.16976
3130.13128,0.16987
3129.64913,0.16997
3129.16698,0.17004
3128.68482,0.1701
3128.20267,0.17013
3127.72052,0.17009
3127.23837,0.17
3126.75622,0.17002
3126.27406,0.17018
3125.79191,0.17037
3125.30976,0.17055
3124.82761,0.17072
3124.34546,0.17086
3123.8633,0.17083
3123.38115,0.17055
3122.899,0.17028
3122.41685,0.1704
3121.9347,0.17084
3121.45254,0.17127
3120.97039,0.17157
3120.48824,0.17173
3120.00609,0.17169
3119.52393,0.1715
3119.04178,0.17139
3118.55963,0.17152
3118.07748,0.17179
3117.59533,0.17208
3117.11317,0.17218
3116.63102,0.17199
3116.14887,0.1718
3115.66672,0.17197
3115.18457,0.17232
3114.70241,0.17256
3114.22026,0.17272
3113.73811,0.17285
3113.25596,0.17292
3112.77381,0.17295
3112.29165,0.17302
3111.8095,0.17317
3111.32735,0.17331
3110.8452,0.1734
3110.36305,0.17347
3109.88089,0.1736
3109.39874,0.17378
3108.91659,0.17393
3108.43444,0.17398
3107.95228,0.17396
3107.47013,0.17399
3106.98798,0.17412
3106.50583,0.17429
3106.02368,0.17443
3105.54152,0.17454
3105.05937,0.17463
3104.57722,0.17471
3104.09507,0.17473
3103.61292,0.17466
3103.13076,0.17464
3102.64861,0.17474
3102.16646,0.17476
3101.68431,0.17464
3101.20216,0.17466
3100.72,0.1749
3100.23785,0.17509
3099.7557,0.17524
3099.27355,0.17549
3098.7914,0.17575
3098.30924,0.17592
3097.82709,0.176
3097.34494,0.17599
3096.86279,0.17581
3096.38064,0.17556
3095.89848,0.17557
3095.41633,0.1759
3094.93418,0.17625
3094.45203,0.17647
3093.96987,0.17662
3093.48772,0.17678
3093.00557,0.17694
3092.52342,0.17709
3092.04127,0.17721
3091.55911,0.17733
3091.07696,0.17745
3090.59481,0.17756
3090.11266,0.17765
3089.63051,0.17772
3089.14835,0.17779
3088.6662,0.17786
3088.18405,0.17792
3087.7019,0.17795
3087.21975,0.17802
3086.73759,0.17812
3086.25544,0.17823
3085.77329,0.17836
3085.29114,0.1785
3084.80899,0.17864
3084.32683,0.17877
3083.84468,0.17882
3083.36253,0.17878
3082.88038,0.17873
3082.39822,0.17875
3081.91607,0.17881
3081.43392,0.17893
3080.95177,0.17909
3080.46962,0.17911
3079.98746,0.17902
3079.50531,0.17912
3079.02316,0.17938
3078.54101,0.17957
3078.05886,0.17967
3077.5767,0.17981
3077.09455,0.17998
3076.6124,0.18012
3076.13025,0.18024
3075.6481,0.18035
3075.16594,0.18045
3074.68379,0.18053
3074.20164,0.18061
3073.71949,0.1807
3073.23734,0.18079
3072.75518,0.18088
3072.27303,0.18098
3071.79088,0.18109
3071.30873,0.18118
3070.82658,0.18126
3070.34442,0.18136
3069.86227,0.18147
3069.38012,0.18156
3068.89797,0.18165
3068.41581,0.1817
3067.93366,0.18157
3067.45151,0.18133
3066.96936,0.18134
3066.48721,0.18166
3066.00505,0.18194
3065.5229,0.18196
3065.04075,0.18173
3064.5586,0.18161
3064.07645,0.18189
3063.59429,0.18234
3063.11214,0.18267
3062.62999,0.18287
3062.14784,0.18298
3061.66569,0.18307
3061.18353,0.18314
3060.70138,0.18316
3060.21923,0.18319
3059.73708,0.18332
3059.25493,0.18349
3058.77277,0.18362
3058.29062,0.1837
3057.80847,0.18374
3057.32632,0.18362
3056.84416,0.18338
3056.36201,0.18337
3055.87986,0.1837
3055.39771,0.1841
3054.91556,0.1844
3054.4334,0.1846
3053.95125,0.18472
3053.4691,0.1848
3052.98695,0.18488
3052.5048,0.18498
3052.02264,0.18511
3051.54049,0.18524
3051.05834,0.18537
3050.57619,0.18544
3050.09404,0.18541
3049.61188,0.18526
3049.12973,0.18515
3048.64758,0.18527
3048.16543,0.18557
3047.68328,0.18586
3047.20112,0.18607
3046.71897,0.1862
3046.23682,0.18633
3045.75467,0.18646
3045.27252,0.18658
3044.79036,0.18667
3044.30821,0.18675
3043.82606,0.18686
3043.34391,0.18699
3042.86175,0.18711
3042.3796,0.18721
3041.89745,0.18729
3041.4153,0.18738
3040.93315,0.18749
3040.45099,0.1876
3039.96884,0.18768
3039.48669,0.18775
3039.00454,0.18783
3038.52239,0.18792
3038.04023,0.18801
3037.55808,0.1881
3037.07593,0.18818
3036.59378,0.18822
3036.11163,0.18824
3035.62947,0.18832
3035.14732,0.18834
3034.66517,0.18829
3034.18302,0.1884
3033.70087,0.18867
3033.21871,0.18885
3032.73656,0.18872
3032.25441,0.18841
3031.77226,0.18827
3031.2901,0.18837
3030.80795,0.18867
3030.3258,0.18911
3029.84365,0.18952
3029.3615,0.18976
3028.87934,0.1899
3028.39719,0.19002
3027.91504,0.19013
3027.43289,0.19023
3026.95074,0.19028
3026.46858,0.19025
3025.98643,0.19024
3025.50428,0.1904
3025.02213,0.19067
3024.53998,0.19089
3024.05782,0.191
3023.57567,0.19106
3023.09352,0.19109
3022.61137,0.19115
3022.12922,0.19128
3021.64706,0.19143
3021.16491,0.19156
3020.68276,0.19168
3020.20061,0.1918
3019.71845,0.19191
3019.2363,0.19198
3018.75415,0.19202
3018.272,0.19207
3017.78985,0.19217
3017.30769,0.19227
3016.82554,0.19232
3016.34339,0.19227
3015.86124,0.19226
3015.37909,0.19244
3014.89693,0.19272
3014.41478,0.19293
3013.93263,0.19298
3013.45048,0.19285
3012.96833,0.19264
3012.48617,0.19265
3012.00402,0.19299
3011.52187,0.19334
3011.03972,0.19343
3010.55757,0.1934
3010.07541,0.19348
3009.59326,0.19371
3009.11111,0.19394
3008.62896,0.19411
3008.14681,0.19423
3007.66465,0.19432
3007.1825,0.1944
3006.70035,0.19447
3006.2182,0.19451
3005.73604,0.19452
3005.25389,0.19452
3004.77174,0.19455
3004.28959,0.19465
3003.80744,0.19482
3003.32528,0.19502
3002.84313,0.19519
3002.36098,0.19532
3001.87883,0.19542
3001.39668,0.1955
3000.91452,0.19558
3000.43237,0.19567
2999.95022,0.19578
2999.46807,0.19588
2998.98592,0.19599
2998.50376,0.19611
2998.02161,0.19623
2997.53946,0.19631
2997.05731,0.19635
2996.57516,0.19637
2996.093,0.19641
2995.61085,0.19644
2995.1287,0.19643
2994.64655,0.19643
2994.16439,0.19652
2993.68224,0.19669
2993.20009,0.19687
2992.71794,0.197
2992.23579,0.19709
2991.75363,0.19715
2991.27148,0.19722
2990.78933,0.19728
2990.30718,0.19733
2989.82503,0.19735
2989.34287,0.19736
2988.86072,0.19737
2988.37857,0.19735
2987.89642,0.19734
2987.41427,0.1974
2986.93211,0.19752
2986.44996,0.19765
2985.96781,0.19774
2985.48566,0.19778
2985.00351,0.19781
2984.52135,0.19782
2984.0392,0.19784
2983.55705,0.19787
2983.0749,0.1979
2982.59275,0.19793
2982.11059,0.19797
2981.62844,0.19796
2981.14629,0.19789
2980.66414,0.1978
2980.18198,0.19779
2979.69983,0.19781
2979.21768,0.19779
2978.73553,0.19772
2978.25338,0.19764
2977.77122,0.19759
2977.28907,0.19755
2976.80692,0.1975
2976.32477,0.19744
2975.84262,0.19732
2975.36046,0.19718
2974.87831,0.19706
2974.39616,0.19692
2973.91401,0.19671
2973.43186,0.19649
2972.9497,0.19635
2972.46755,0.19624
2971.9854,0.19609
2971.50325,0.19587
2971.0211,0.19561
2970.53894,0.19533
2970.05679,0.19504
2969.57464,0.19475
2969.09249,0.19445
2968.61033,0.19415
2968.12818,0.19385
2967.64603,0.19357
2967.16388,0.19328
2966.68173,0.19299
2966.19957,0.19272
2965.71742,0.19251
2965.23527,0.19233
2964.75312,0.19218
2964.27097,0.19206
2963.78881,0.19197
2963.30666,0.19192
2962.82451,0.19188
2962.34236,0.19186
2961.86021,0.19186
2961.37805,0.19193
2960.8959,0.19207
2960.41375,0.19225
2959.9316,0.19246
2959.44945,0.19265
2958.96729,0.19284
2958.48514,0.19306
2958.00299,0.19332
2957.52084,0.19362
2957.03869,0.19392
2956.55653,0.19422
2956.07438,0.19451
2955.59223,0.1948
2955.11008,0.19508
2954.62792,0.19537
2954.14577,0.1957
2953.66362,0.19606
2953.18147,0.19644
2952.69932,0.19681
2952.21716,0.19713
2951.73501,0.19741
2951.25286,0.19768
2950.77071,0.19794
2950.28856,0.1982
2949.8064,0.19844
2949.32425,0.19866
2948.8421,0.19887
2948.35995,0.19908
2947.8778,0.19929
2947.39564,0.19949
2946.91349,0.19964
2946.43134,0.19974
2945.94919,0.1998
2945.46704,0.19988
2944.98488,0.19998
2944.50273,0.20007
2944.02058,0.20011
2943.53843,0.2001
2943.05627,0.20007
2942.57412,0.20001
2942.09197,0.19995
2941.60982,0.1999
2941.12767,0.19984
2940.64551,0.19975
2940.16336,0.19965
2939.68121,0.19953
2939.19906,0.19941
2938.71691,0.19928
2938.23475,0.19914
2937.7526,0.199
2937.27045,0.19886
2936.7883,0.19872
2936.30615,0.19856
2935.82399,0.19837
2935.34184,0.19819
2934.85969,0.19802
2934.37754,0.19785
2933.89539,0.19767
2933.41323,0.19752
2932.93108,0.19739
2932.44893,0.19726
2931.96678,0.19712
2931.48462,0.19698
2931.00247,0.19683
2930.52032,0.19671
2930.03817,0.19659
2929.55602,0.19645
2929.07386,0.1963
2928.59171,0.19615
2928.10956,0.19602
2927.62741,0.1959
2927.14526,0.1958
2926.6631,0.19574
2926.18095,0.19569
2925.6988,0.19567
2925.21665,0.19566
2924.7345,0.19569
2924.25234,0.19574
2923.77019,0.19582
2923.28804,0.19591
2922.80589,0.19602
2922.32374,0.19618
2921.84158,0.19639
2921.35943,0.19665
2920.87728,0.19692
2920.39513,0.19721
2919.91298,0.19752
2919.43082,0.19787
2918.94867,0.19823
2918.46652,0.19863
2917.98437,0.19904
2917.50221,0.19946
2917.02006,0.1999
2916.53791,0.20034
2916.05576,0.20077
2915.57361,0.2012
2915.09145,0.20166
2914.6093,0.20216
2914.12715,0.20266
2913.645,0.20313
2913.16285,0.20355
2912.68069,0.20392
2912.19854,0.20426
2911.71639,0.2046
2911.23424,0.20497
2910.75209,0.20534
2910.26993,0.20566
2909.78778,0.20595
2909.30563,0.20624
2908.82348,0.20653
2908.34133,0.20681
2907.85917,0.20705
2907.37702,0.20728
2906.89487,0.20752
2906.41272,0.20778
2905.93056,0.20804
2905.44841,0.20831
2904.96626,0.20857
2904.48411,0.20882
2904.00196,0.20906
2903.5198,0.20929
2903.03765,0.20951
2902.5555,0.20973
2902.07335,0.20997
2901.5912,0.21022
2901.10904,0.21045
2900.62689,0.21068
2900.14474,0.2109
2899.66259,0.21114
2899.18044,0.21139
2898.69828,0.21162
2898.21613,0.21183
2897.73398,0.21204
2897.25183,0.21227
2896.76968,0.21252
2896.28752,0.21277
2895.80537,0.21299
2895.32322,0.21317
2894.84107,0.21337
2894.35892,0.21357
2893.87676,0.21378
2893.39461,0.21397
2892.91246,0.21417
2892.43031,0.21438
2891.94815,0.2146
2891.466,0.21482
2890.98385,0.21502
2890.5017,0.21523
2890.01955,0.21543
2889.53739,0.21563
2889.05524,0.21583
2888.57309,0.21601
2888.09094,0.21618
2887.60879,0.21635
2887.12663,0.21654
2886.64448,0.21672
2886.16233,0.21689
2885.68018,0.21706
2885.19803,0.21724
2884.71587,0.2174
2884.23372,0.21755
2883.75157,0.21768
2883.26942,0.2178
2882.78727,0.21793
2882.30511,0.21806
2881.82296,0.21818
2881.34081,0.21828
2880.85866,0.21837
2880.3765,0.21846
2879.89435,0.21856
2879.4122,0.21865
2878.93005,0.21872
2878.4479,0.21878
2877.96574,0.21884
2877.48359,0.2189
2877.00144,0.21895
2876.51929,0.219
2876.03714,0.21904
2875.55498,0.21908
2875.07283,0.21914
2874.59068,0.21923
2874.10853,0.21934
2873.62638,0.21944
2873.14422,0.2195
2872.66207,0.21954
2872.17992,0.21958
2871.69777,0.21966
2871.21562,0.21977
2870.73346,0.21989
2870.25131,0.22001
2869.76916,0.22013
2869.28701,0.22025
2868.80486,0.22037
2868.3227,0.22048
2867.84055,0.22059
2867.3584,0.22068
2866.87625,0.22077
2866.39409,0.22083
2865.91194,0.22089
2865.42979,0.22094
2864.94764,0.22097
2864.46549,0.221
2863.98333,0.221
2863.50118,0.22099
2863.01903,0.22096
2862.53688,0.22092
2862.05473,0.22088
2861.57257,0.22083
2861.09042,0.22078
2860.60827,0.22073
2860.12612,0.22066
2859.64397,0.22057
2859.16181,0.22047
2858.67966,0.22038
2858.19751,0.22028
2857.71536,0.22018
2857.23321,0.22009
2856.75105,0.22001
2856.2689,0.21992
2855.78675,0.21984
2855.3046,0.21978
2854.82244,0.21976
2854.34029,0.21976
2853.85814,0.21979
2853.37599,0.21984
2852.89384,0.2199
2852.41168,0.21999
2851.92953,0.22013
2851.44738,0.22032
2850.96523,0.22056
2850.48308,0.22085
2850.00092,0.2212
2849.51877,0.22158
2849.03662,0.222
2848.55447,0.22246
2848.07232,0.22295
2847.59016,0.22346
2847.10801,0.22395
2846.62586,0.22445
2846.14371,0.22494
2845.66156,0.22544
2845.1794,0.22592
2844.69725,0.22636
2844.2151,0.22678
2843.73295,0.22718
2843.25079,0.22758
2842.76864,0.22795
2842.28649,0.22831
2841.80434,0.22866
2841.32219,0.229
2840.84003,0.22931
2840.35788,0.2296
2839.87573,0.2299
2839.39358,0.23022
2838.91143,0.23051
2838.42927,0.23076
2837.94712,0.23099
2837.46497,0.23121
2836.98282,0.23141
2836.50067,0.23161
2836.01851,0.23182
2835.53636,0.23202
2835.05421,0.23224
2834.57206,0.23246
2834.08991,0.23265
2833.60775,0.23282
2833.1256,0.23297
2832.64345,0.23314
2832.1613,0.23333
2831.67915,0.23351
2831.19699,0.23368
2830.71484,0.23385
2830.23269,0.23402
2829.75054,0.23418
2829.26838,0.23434
2828.78623,0.23449
2828.30408,0.23465
2827.82193,0.23481
2827.33978,0.23497
2826.85762,0.23513
2826.37547,0.23529
2825.89332,0.23545
2825.41117,0.2356
2824.92902,0.23574
2824.44686,0.23589
2823.96471,0.23604
2823.48256,0.2362
2823.00041,0.23635
2822.51826,0.2365
2822.0361,0.23665
2821.55395,0.23679
2821.0718,0.23693
2820.58965,0.23707
2820.1075,0.23721
2819.62534,0.23735
2819.14319,0.2375
2818.66104,0.23765
2818.17889,0.2378
2817.69673,0.23794
2817.21458,0.23808
2816.73243,0.23821
2816.25028,0.23833
2815.76813,0.23847
2815.28597,0.23862
2814.80382,0.23877
2814.32167,0.23892
2813.83952,0.23907
2813.35737,0.2392
2812.87521,0.23933
2812.39306,0.23945
2811.91091,0.23959
2811.42876,0.23974
2810.94661,0.2399
2810.46445,0.24006
2809.9823,0.24022
2809.50015,0.24034
2809.018,0.24044
2808.53585,0.24056
2808.05369,0.24069
2807.57154,0.24084
2807.08939,0.24098
2806.60724,0.24112
2806.12509,0.24125
2805.64293,0.24138
2805.16078,0.2415
2804.67863,0.24164
2804.19648,0.24178
2803.71432,0.24192
2803.23217,0.24205
2802.75002,0.2422
2802.26787,0.24234
2801.78572,0.24247
2801.30356,0.2426
2800.82141,0.24274
2800.33926,0.24287
2799.85711,0.24301
2799.37496,0.24318
2798.8928,0.24336
2798.41065,0.24352
2797.9285,0.24364
2797.44635,0.24375
2796.9642,0.24386
2796.48204,0.24398
2795.99989,0.24411
2795.51774,0.24426
2795.03559,0.2444
2794.55344,0.24453
2794.07128,0.24466
2793.58913,0.24479
2793.10698,0.24492
2792.62483,0.24506
2792.14267,0.2452
2791.66052,0.24535
2791.17837,0.24549
2790.69622,0.24562
2790.21407,0.24575
2789.73191,0.24591
2789.24976,0.24606
2788.76761,0.24619
2788.28546,0.2463
2787.80331,0.24641
2787.32115,0.24655
2786.839,0.24669
2786.35685,0.24683
2785.8747,0.24695
2785.39255,0.24708
2784.91039,0.24721
2784.42824,0.24735
2783.94609,0.2475
2783.46394,0.24764
2782.98179,0.24779
2782.49963,0.24792
2782.01748,0.24806
2781.53533,0.2482
2781.05318,0.24833
2780.57103,0.24846
2780.08887,0.24859
2779.60672,0.24872
2779.12457,0.24886
2778.64242,0.249
2778.16026,0.24913
2777.67811,0.24926
2777.19596,0.24939
2776.71381,0.24952
2776.23166,0.24966
2775.7495,0.24983
2775.26735,0.24999
2774.7852,0.25012
2774.30305,0.25022
2773.8209,0.25032
2773.33874,0.25045
2772.85659,0.25058
2772.37444,0.25071
