Created as New Dataset,Sample 113 By Administrator Date Wednesday, July 29 2020
cm-1,A
1260.00,0.1331
1258.00,0.1338
1256.00,0.1352
1254.00,0.1372
1252.00,0.1393
1250.00,0.1412
1248.00,0.1425
1246.00,0.1431
1244.00,0.1427
1242.00,0.1416
1240.00,0.1399
1238.00,0.1377
1236.00,0.1357
1234.00,0.1343
1232.00,0.1336
1230.00,0.1335
1228.00,0.1335
1226.00,0.1331
1224.00,0.1320
1222.00,0.1305
1220.00,0.1290
1218.00,0.1284
1216.00,0.1289
1214.00,0.1308
1212.00,0.1341
1210.00,0.1389
1208.00,0.1452
1206.00,0.1534
1204.00,0.1634
1202.00,0.1746
1200.00,0.1850
1198.00,0.1924
1196.00,0.1961
1194.00,0.1976
1192.00,0.1988
1190.00,0.2012
1188.00,0.2075
1186.00,0.2223
1184.00,0.2453
1182.00,0.2635
1180.00,0.2573
1178.00,0.2261
1176.00,0.1918
1174.00,0.1698
1172.00,0.1596
1170.00,0.1557
1168.00,0.1549
1166.00,0.1564
1164.00,0.1609
1162.00,0.1708
1160.00,0.1906
1158.00,0.2222
1156.00,0.2542
1154.00,0.2621
1152.00,0.2358
1150.00,0.1961
1148.00,0.1657
1146.00,0.1479
1144.00,0.1364
1142.00,0.1276
1140.00,0.1205
1138.00,0.1151
1136.00,0.1109
1134.00,0.1077
1132.00,0.1050
1130.00,0.1028
1128.00,0.1010
1126.00,0.0999
1124.00,0.0997
1122.00,0.1010
1120.00,0.1043
1118.00,0.1096
1116.00,0.1157
1114.00,0.1204
1112.00,0.1220
1110.00,0.1206
1108.00,0.1179
1106.00,0.1159
1104.00,0.1160
1102.00,0.1184
1100.00,0.1224
1098.00,0.1274
1096.00,0.1330
1094.00,0.1387
1092.00,0.1448
1090.00,0.1518
1088.00,0.1605
1086.00,0.1720
1084.00,0.1867
1082.00,0.2039
1080.00,0.2216
1078.00,0.2396
1076.00,0.2611
1074.00,0.2883
1072.00,0.3150
1070.00,0.3314
1068.00,0.3316
1066.00,0.3157
1064.00,0.2909
1062.00,0.2658
1060.00,0.2448
1058.00,0.2286
1056.00,0.2162
1054.00,0.2062
1052.00,0.1979
1050.00,0.1910
1048.00,0.1852
1046.00,0.1806
1044.00,0.1777
1042.00,0.1776
1040.00,0.1831
1038.00,0.2012
1036.00,0.2447
1034.00,0.3263
1032.00,0.4378
1030.00,0.5334
1028.00,0.5612
1026.00,0.5084
1024.00,0.4232
1022.00,0.3525
1020.00,0.3036
1018.00,0.2685
1016.00,0.2418
1014.00,0.2212
1012.00,0.2054
1010.00,0.1945
1008.00,0.1906
1006.00,0.1962
1004.00,0.2053
1002.00,0.2004
1000.00,0.1777
998.00,0.1552
996.00,0.1442
994.00,0.1412
992.00,0.1424
990.00,0.1465
988.00,0.1535
986.00,0.1637
984.00,0.1759
982.00,0.1864
980.00,0.1919
978.00,0.1908
976.00,0.1850
974.00,0.1799
972.00,0.1810
970.00,0.1902
968.00,0.2045
966.00,0.2174
964.00,0.2219
962.00,0.2148
960.00,0.1997
958.00,0.1843
956.00,0.1742
954.00,0.1695
952.00,0.1687
950.00,0.1707
948.00,0.1749
946.00,0.1801
944.00,0.1837
942.00,0.1831
940.00,0.1770
938.00,0.1668
936.00,0.1550
934.00,0.1435
932.00,0.1340
930.00,0.1273
928.00,0.1236
926.00,0.1228
924.00,0.1244
922.00,0.1284
920.00,0.1354
918.00,0.1477
916.00,0.1687
914.00,0.2018
912.00,0.2468
910.00,0.2967
908.00,0.3357
906.00,0.3445
904.00,0.3166
902.00,0.2648
900.00,0.2094
898.00,0.1649
896.00,0.1359
894.00,0.1192
892.00,0.1098
890.00,0.1040
888.00,0.1002
886.00,0.0977
884.00,0.0962
882.00,0.0956
880.00,0.0959
878.00,0.0967
876.00,0.0980
874.00,0.0995
872.00,0.1012
870.00,0.1028
868.00,0.1044
866.00,0.1058
864.00,0.1072
862.00,0.1085
860.00,0.1097
858.00,0.1111
856.00,0.1130
854.00,0.1162
852.00,0.1221
850.00,0.1322
848.00,0.1466
846.00,0.1623
844.00,0.1750
842.00,0.1806
840.00,0.1763
838.00,0.1619
836.00,0.1409
834.00,0.1194
832.00,0.1023
830.00,0.0908
828.00,0.0834
826.00,0.0783
824.00,0.0746
822.00,0.0720
820.00,0.0703
818.00,0.0697
816.00,0.0700
814.00,0.0711
812.00,0.0731
810.00,0.0757
808.00,0.0790
806.00,0.0829
804.00,0.0878
802.00,0.0944
800.00,0.1031
798.00,0.1140
796.00,0.1274
794.00,0.1435
792.00,0.1625
790.00,0.1844
788.00,0.2087
786.00,0.2350
784.00,0.2641
782.00,0.2987
780.00,0.3433
778.00,0.4033
776.00,0.4827
774.00,0.5824
772.00,0.7031
770.00,0.8444
768.00,0.9987
766.00,1.1487
764.00,1.2884
762.00,1.4224
760.00,1.5471
758.00,1.6287
756.00,1.6368
754.00,1.5769
752.00,1.5016
750.00,1.4338
748.00,1.3520
746.00,1.2047
744.00,0.9980
742.00,0.7942
740.00,0.6317
738.00,0.5085
736.00,0.4094
734.00,0.3235
732.00,0.2534
730.00,0.2041
728.00,0.1737
726.00,0.1566
724.00,0.1492
722.00,0.1502
720.00,0.1602
718.00,0.1813
716.00,0.2176
714.00,0.2784
712.00,0.3850
710.00,0.5780
708.00,0.9149
706.00,1.4588
704.00,2.2880
702.00,3.4417
700.00,4.2398
698.00,4.0336
696.00,2.9723
694.00,1.7502
692.00,1.0666
690.00,0.6812
688.00,0.4811
686.00,0.3820
684.00,0.3274
682.00,0.2892
680.00,0.2586
678.00,0.2333
676.00,0.2129
674.00,0.1962
672.00,0.1829
670.00,0.1718
668.00,0.1576
666.00,0.1444
664.00,0.1313
662.00,0.1194
660.00,0.1106
658.00,0.1043
656.00,0.1007
654.00,0.0994
652.00,0.1000
650.00,0.1019
648.00,0.1045
646.00,0.1077
644.00,0.1114
642.00,0.1160
640.00,0.1218
638.00,0.1290
636.00,0.1375
634.00,0.1459
632.00,0.1530
630.00,0.1587
628.00,0.1630
626.00,0.1655
624.00,0.1677
622.00,0.1714
620.00,0.1698
618.00,0.1591
616.00,0.1478
614.00,0.1388
612.00,0.1309
610.00,0.1241
608.00,0.1188
606.00,0.1151
604.00,0.1131
602.00,0.1130
600.00,0.1145
598.00,0.1170
596.00,0.1206
594.00,0.1251
592.00,0.1303
590.00,0.1362
588.00,0.1429
586.00,0.1512
584.00,0.1618
582.00,0.1755
580.00,0.1933
578.00,0.2148
576.00,0.2398
574.00,0.2665
572.00,0.2932
570.00,0.3191
568.00,0.3436
566.00,0.3667
564.00,0.3894
562.00,0.4121
560.00,0.4349
558.00,0.4572
556.00,0.4800
554.00,0.5042
552.00,0.5315
550.00,0.5637
548.00,0.6030
546.00,0.6496
544.00,0.7001
542.00,0.7436
540.00,0.7636
538.00,0.7418
536.00,0.6740
534.00,0.5786
532.00,0.4828
530.00,0.4012
528.00,0.3380
526.00,0.2889
524.00,0.2519
522.00,0.2256
520.00,0.2056
518.00,0.1890
516.00,0.1744
514.00,0.1612
512.00,0.1486
510.00,0.1359
508.00,0.1235
506.00,0.1117
504.00,0.1013
502.00,0.0916
500.00,0.0827
498.00,0.0753
496.00,0.0688
494.00,0.0634
492.00,0.0587
490.00,0.0546
488.00,0.0518
486.00,0.0499
484.00,0.0485
482.00,0.0481
480.00,0.0484
478.00,0.0496
476.00,0.0514
474.00,0.0539
472.00,0.0572
470.00,0.0611
468.00,0.0650
466.00,0.0682
464.00,0.0716
462.00,0.0757
460.00,0.0795
458.00,0.0835
456.00,0.0875
454.00,0.0912
452.00,0.0947
450.00,0.0975
