Created as New Dataset,Sample 116 By Administrator Date Monday, August 24 2020
cm-1,A
1930.00,-0.0109
1928.00,-0.0110
1926.00,-0.0111
1924.00,-0.0111
1922.00,-0.0107
1920.00,-0.0105
1918.00,-0.0107
1916.00,-0.0107
1914.00,-0.0106
1912.00,-0.0105
1910.00,-0.0104
1908.00,-0.0105
1906.00,-0.0105
1904.00,-0.0106
1902.00,-0.0108
1900.00,-0.0108
1898.00,-0.0105
1896.00,-0.0104
1894.00,-0.0105
1892.00,-0.0105
1890.00,-0.0107
1888.00,-0.0109
1886.00,-0.0107
1884.00,-0.0107
1882.00,-0.0106
1880.00,-0.0107
1878.00,-0.0107
1876.00,-0.0106
1874.00,-0.0106
1872.00,-0.0107
1870.00,-0.0107
1868.00,-0.0107
1866.00,-0.0108
1864.00,-0.0109
1862.00,-0.0109
1860.00,-0.0109
1858.00,-0.0108
1856.00,-0.0109
1854.00,-0.0110
1852.00,-0.0110
1850.00,-0.0110
1848.00,-0.0111
1846.00,-0.0111
1844.00,-0.0111
1842.00,-0.0112
1840.00,-0.0113
1838.00,-0.0114
1836.00,-0.0114
1834.00,-0.0116
1832.00,-0.0116
1830.00,-0.0116
1828.00,-0.0117
1826.00,-0.0119
1824.00,-0.0120
1822.00,-0.0121
1820.00,-0.0123
1818.00,-0.0123
1816.00,-0.0125
1814.00,-0.0126
1812.00,-0.0128
1810.00,-0.0130
1808.00,-0.0131
1806.00,-0.0131
1804.00,-0.0133
1802.00,-0.0134
1800.00,-0.0136
1798.00,-0.0138
1796.00,-0.0139
1794.00,-0.0139
1792.00,-0.0142
1790.00,-0.0145
1788.00,-0.0147
1786.00,-0.0150
1784.00,-0.0152
1782.00,-0.0155
1780.00,-0.0159
1778.00,-0.0161
1776.00,-0.0163
1774.00,-0.0165
1772.00,-0.0168
1770.00,-0.0172
1768.00,-0.0176
1766.00,-0.0180
1764.00,-0.0184
1762.00,-0.0190
1760.00,-0.0194
1758.00,-0.0198
1756.00,-0.0203
1754.00,-0.0208
1752.00,-0.0213
1750.00,-0.0220
1748.00,-0.0227
1746.00,-0.0233
1744.00,-0.0240
1742.00,-0.0246
1740.00,-0.0254
1738.00,-0.0262
1736.00,-0.0268
1734.00,-0.0281
1732.00,-0.0294
1730.00,-0.0304
1728.00,-0.0316
1726.00,-0.0326
1724.00,-0.0339
1722.00,-0.0352
1720.00,-0.0364
1718.00,-0.0383
1716.00,-0.0401
1714.00,-0.0419
1712.00,-0.0437
1710.00,-0.0454
1708.00,-0.0473
1706.00,-0.0496
1704.00,-0.0519
1702.00,-0.0536
1700.00,-0.0568
1698.00,-0.0597
1696.00,-0.0630
1694.00,-0.0660
1692.00,-0.0680
1690.00,-0.0710
1688.00,-0.0740
1686.00,-0.0769
1684.00,-0.0818
1682.00,-0.0852
1680.00,-0.0880
1678.00,-0.0910
1676.00,-0.0943
1674.00,-0.0986
1672.00,-0.1016
1670.00,-0.1056
1668.00,-0.1102
1666.00,-0.1132
1664.00,-0.1163
1662.00,-0.1206
1660.00,-0.1242
1658.00,-0.1274
1656.00,-0.1301
1654.00,-0.1342
1652.00,-0.1396
1650.00,-0.1408
1648.00,-0.1429
1646.00,-0.1463
1644.00,-0.1482
1642.00,-0.1497
1640.00,-0.1508
1638.00,-0.1514
1636.00,-0.1517
1634.00,-0.1515
1632.00,-0.1505
1630.00,-0.1493
1628.00,-0.1471
1626.00,-0.1445
1624.00,-0.1414
1622.00,-0.1376
1620.00,-0.1344
1618.00,-0.1313
1616.00,-0.1260
1614.00,-0.1216
1612.00,-0.1179
1610.00,-0.1138
1608.00,-0.1096
1606.00,-0.1057
1604.00,-0.1020
1602.00,-0.0984
1600.00,-0.0950
1598.00,-0.0918
1596.00,-0.0888
1594.00,-0.0859
1592.00,-0.0832
1590.00,-0.0807
1588.00,-0.0783
1586.00,-0.0761
1584.00,-0.0740
1582.00,-0.0720
1580.00,-0.0704
1578.00,-0.0692
1576.00,-0.0673
1574.00,-0.0653
1572.00,-0.0641
1570.00,-0.0628
1568.00,-0.0613
1566.00,-0.0603
1564.00,-0.0593
1562.00,-0.0589
1560.00,-0.0587
1558.00,-0.0562
1556.00,-0.0551
1554.00,-0.0547
1552.00,-0.0542
1550.00,-0.0537
1548.00,-0.0529
1546.00,-0.0523
1544.00,-0.0514
1542.00,-0.0505
1540.00,-0.0504
1538.00,-0.0502
1536.00,-0.0496
1534.00,-0.0492
1532.00,-0.0488
1530.00,-0.0485
1528.00,-0.0483
1526.00,-0.0477
1524.00,-0.0471
1522.00,-0.0471
1520.00,-0.0468
1518.00,-0.0465
1516.00,-0.0462
1514.00,-0.0459
1512.00,-0.0457
1510.00,-0.0458
1508.00,-0.0457
1506.00,-0.0453
1504.00,-0.0448
1502.00,-0.0446
