Time (s),Heat Flow (J/s)
259.99998,17.517552
261,17.520478
262.00002,17.523571
262.99998,17.526607
264,17.529851
265.00002,17.533021
265.99998,17.53634
267,17.53964
268.00002,17.542921
268.99998,17.545806
270,17.548765
271.00002,17.551346
271.99998,17.553493
273,17.555545
274.00002,17.557163
274.99998,17.558099
276,17.559
277.00002,17.558935
277.99998,17.557871
279,17.556862
280.00002,17.555534
280.99998,17.554185
282,17.552648
283.00002,17.550865
283.99998,17.549009
285,17.546773
286.00002,17.544463
286.99998,17.542153
288,17.539617
289.00002,17.537231
289.99998,17.534902
291,17.532403
292.00002,17.529925
292.99998,17.527672
294,17.525439
295.00002,17.523188
295.99998,17.521162
297,17.519193
298.00002,17.517563
298.99998,17.515993
300,17.514665
301.00002,17.513434
301.99998,17.512258
303,17.51099
304.00002,17.509776
304.99998,17.508695
306,17.507634
307.00002,17.506515
307.99998,17.506586
309,17.507391
310.00002,17.507726
310.99998,17.507965
312,17.508393
313.00002,17.508896
313.99998,17.509815
315,17.513448
316.00002,17.516836
316.99998,17.520902
318,17.525703
319.00002,17.530392
319.99998,17.535494
321,17.541764
322.00002,17.54779
322.99998,17.55634
324,17.565662
325.00002,17.575362
325.99998,17.58489
327,17.596924
328.00002,17.610353
328.99998,17.624702
330,17.639409
331.00002,17.655151
331.99998,17.67255
333,17.691587
334.00002,17.713091
334.99998,17.733971
336,17.758618
337.00002,17.787256
337.99998,17.817248
339,17.84818
340.00002,17.888188
340.99998,17.929078
342,17.976106
343.00002,18.03008
343.99998,18.088568
345,18.155377
346.00002,18.22913
346.99998,18.307999
348,18.391398
349.00002,18.480234
349.99998,18.575499
351,18.673811
352.00002,18.774016
352.99998,18.877447
354,18.982342
355.00002,19.088397
355.99998,19.197926
357,19.310967
358.00002,19.424349
358.99998,19.538332
360,19.653765
361.00002,19.770929
361.99998,19.889628
363,20.014047
364.00002,20.137581
364.99998,20.261464
366,20.385526
367.00002,20.50939
367.99998,20.630465
369,20.736398
370.00002,20.825433
370.99998,20.893347
372,20.920263
373.00002,20.913617
373.99998,20.864538
375,20.787319
376.00002,20.679446
376.99998,20.554546
378,20.423011
379.00002,20.292144
379.99998,20.162725
381,20.036167
382.00002,19.909796
382.99998,19.795255
384,19.68015
385.00002,19.571023
385.99998,19.466334
387,19.363071
388.00002,19.263953
388.99998,19.16632
390,19.080339
391.00002,18.995097
391.99998,18.911102
393,18.831808
394.00002,18.757563
394.99998,18.690672
396,18.624253
397.00002,18.55803
397.99998,18.491963
399,18.427476
400.00002,18.366718
400.99998,18.307994
402,18.250024
403.00002,18.194128
403.99998,18.140509
405,18.089748
406.00002,18.041361
406.99998,17.996189
408,17.950945
409.00002,17.906156
409.99998,17.862234
411,17.821772
412.00002,17.783792
412.99998,17.747299
414,17.711222
415.00002,17.676181
415.99998,17.643959
417,17.612811
418.00002,17.582997
418.99998,17.553186
420,17.525086
