Time (s),Heat Flow (J/s)
391.00002,13.182348
391.99998,13.177661
393,13.173427
394.00002,13.169028
394.99998,13.165649
396,13.162742
397.00002,13.15994
397.99998,13.157638
399,13.1555
400.00002,13.153602
400.99998,13.152012
402,13.150566
403.00002,13.149302
403.99998,13.148192
405,13.147304
406.00002,13.146847
406.99998,13.146659
408,13.146309
409.00002,13.148677
409.99998,13.152948
411,13.1584
412.00002,13.164034
412.99998,13.17059
414,13.180421
415.00002,13.190953
415.99998,13.201388
417,13.21139
418.00002,13.220978
418.99998,13.230028
420,13.239058
421.00002,13.247635
421.99998,13.25601
423,13.264164
424.00002,13.27127
424.99998,13.278145
426,13.284414
427.00002,13.290539
427.99998,13.296856
429,13.30345
430.00002,13.309958
430.99998,13.31731
432,13.325353
433.00002,13.329698
433.99998,13.336933
435,13.360881
436.00002,13.381286
436.99998,13.390976
438,13.399369
439.00002,13.406159
439.99998,13.411297
441,13.413679
442.00002,13.416302
442.99998,13.429645
444,13.461078
445.00002,13.506579
445.99998,13.551366
447,13.601015
448.00002,13.67113
448.99998,13.74673
450,13.821142
451.00002,13.890667
451.99998,13.95113
453,14.005801
454.00002,14.0605
454.99998,14.121164
456,14.189542
457.00002,14.244018
457.99998,14.288649
459,14.343758
460.00002,14.421188
460.99998,14.503775
462,14.585266
463.00002,14.68739
463.99998,14.806751
465,14.934107
466.00002,15.05213
466.99998,15.156162
468,15.252518
469.00002,15.352299
469.99998,15.456121
471,15.572574
472.00002,15.710653
472.99998,15.844542
474,15.961719
475.00002,16.073616
475.99998,16.180828
477,16.28458
478.00002,16.376478
478.99998,16.46536
