Time (s),Heat Flow (J/s)
125.59998,2.097259
125.80002,2.096179
126,2.095249
126.19998,2.094381
126.40002,2.093526
126.6,2.092427
126.79998,2.091353
127.00002,2.090348
127.2,2.089343
127.39998,2.088382
127.60002,2.087489
127.8,2.086616
127.99998,2.08571
128.20002,2.084781
128.4,2.083907
128.59998,2.083039
128.80002,2.082166
129,2.081274
129.19998,2.080462
129.40002,2.079626
129.6,2.07879
129.79998,2.077922
130.00002,2.077105
130.2,2.076344
130.39998,2.075627
130.60002,2.074884
130.8,2.074199
130.99998,2.073462
131.20002,2.072682
131.4,2.071978
131.59998,2.071298
131.80002,2.070612
132,2.069889
132.19998,2.069246
132.40002,2.068598
132.6,2.067949
132.79998,2.067325
133.00002,2.066696
133.2,2.066048
133.39998,2.065386
133.60002,2.064682
133.8,2.063959
133.99998,2.063279
134.20002,2.062574
134.4,2.061907
134.59998,2.061227
134.80002,2.060579
135,2.059931
135.19998,2.059289
135.40002,2.058603
135.6,2.057917
135.79998,2.057256
136.00002,2.056589
136.2,2.055904
136.39998,2.055205
136.60002,2.054482
136.8,2.053778
136.99998,2.053061
137.20002,2.052319
137.4,2.051578
137.59998,2.050836
137.80002,2.050119
138,2.049415
138.19998,2.048716
138.40002,2.047993
138.6,2.047252
138.79998,2.046516
139.00002,2.045793
139.2,2.045071
139.39998,2.044353
139.60002,2.043631
139.8,2.042927
139.99998,2.042204
140.20002,2.041524
140.4,2.040858
140.59998,2.04021
140.80002,2.039568
141,2.038902
141.19998,2.038222
141.40002,2.037537
141.6,2.036852
141.79998,2.036148
142.00002,2.035487
142.2,2.034821
142.39998,2.034174
142.60002,2.033513
142.8,2.032828
142.99998,2.032237
143.20002,2.031763
143.4,2.03134
143.59998,2.03088
143.80002,2.030369
144,2.029834
144.19998,2.029337
144.40002,2.028807
144.6,2.028253
144.79998,2.027681
145.00002,2.027132
145.2,2.02656
145.39998,2.026006
145.60002,2.025458
145.8,2.024886
145.99998,2.024313
146.20002,2.023765
146.4,2.02323
146.59998,2.022714
146.80002,2.022222
147,2.021724
147.19998,2.021246
147.40002,2.020754
147.6,2.020256
147.79998,2.019778
148.00002,2.019286
148.2,2.018788
148.39998,2.018291
148.60002,2.017818
148.8,2.017321
148.99998,2.016842
149.20002,2.016387
149.4,2.015928
149.59998,2.015487
149.80002,2.015069
150,2.01461
150.19998,2.014169
150.40002,2.013714
150.6,2.013273
150.79998,2.012776
151.00002,2.012321
151.2,2.01188
151.39998,2.011402
151.60002,2.010948
151.8,2.010469
151.99998,2.01001
152.20002,2.009593
152.4,2.009152
152.59998,2.008729
152.80002,2.008331
153,2.007928
153.19998,2.007543
153.40002,2.007164
153.6,2.006798
153.79998,2.006413
154.00002,2.006052
154.2,2.005649
154.39998,2.005227
154.60002,2.004772
154.8,2.004313
154.99998,2.003853
155.20002,2.003418
155.4,2.002977
155.59998,2.002517
155.80002,2.002082
156,2.001622
156.19998,2.001182
156.40002,2.000746
156.6,2.000305
156.79998,1.999865
157.00002,1.999429
157.2,1.998989
157.39998,1.998529
157.60002,1.998075
157.8,1.997616
157.99998,1.997194
158.20002,1.996739
158.4,1.996318
158.59998,1.995896
158.80002,1.99546
159,1.995038
159.19998,1.994617
159.40002,1.994237
159.6,1.99389
159.79998,1.993562
160.00002,1.993239
160.2,1.992892
160.39998,1.992508
160.60002,1.992203
160.8,1.991912
160.99998,1.991547
161.20002,1.991261
161.4,1.990989
161.59998,1.990717
161.80002,1.99045
162,1.990159
162.19998,1.989887
162.40002,1.989564
162.6,1.989217
162.79998,1.988871
163.00002,1.988529
163.2,1.988201
163.39998,1.98791
163.60002,1.987624
163.8,1.987352
163.99998,1.987043
164.20002,1.986758
164.4,1.986448
164.59998,1.986101
164.80002,1.985778
165,1.985432
165.19998,1.985066
165.40002,1.984687
165.6,1.984322
165.79998,1.983994
166.00002,1.983689
166.2,1.983436
166.39998,1.983164
166.60002,1.982898
166.8,1.982626
166.99998,1.982354
167.20002,1.982087
167.4,1.981834
167.59998,1.981562
167.80002,1.981277
168,1.981005
168.19998,1.980714
168.40002,1.98041
168.6,1.980101
168.79998,1.979792
169.00002,1.979506
169.2,1.979216
169.39998,1.978944
169.60002,1.978677
169.8,1.978424
169.99998,1.978171
170.20002,1.977923
170.4,1.977689
170.59998,1.977455
170.80002,1.977225
171,1.976991
171.19998,1.976776
171.40002,1.976546
171.6,1.976312
171.79998,1.976078
172.00002,1.975867
172.2,1.975652
172.39998,1.975417
172.60002,1.975169
172.8,1.974973
172.99998,1.974738
173.20002,1.974528
173.4,1.974275
173.59998,1.974041
173.80002,1.973793
174,1.973596
174.19998,1.973362
174.40002,1.973133
174.6,1.972917
174.79998,1.972683
175.00002,1.972454
175.2,1.97222
175.39998,1.971986
175.60002,1.971738
175.8,1.971503
175.99998,1.971269
176.20002,1.971059
176.4,1.970825
176.59998,1.970609
176.80002,1.97038
177,1.970165
177.19998,1.969968
177.40002,1.969776
177.6,1.969561
177.79998,1.969383
178.00002,1.969172
178.2,1.969013
178.39998,1.968798
178.60002,1.968643
178.8,1.968484
178.99998,1.968288
179.20002,1.968115
179.4,1.967918
179.59998,1.967721
179.80002,1.96753
180,1.96737
180.19998,1.967267
180.40002,1.967225
180.6,1.967197
180.79998,1.967168
181.00002,1.967089
181.2,1.967023
181.39998,1.966957
181.60002,1.966878
181.8,1.966812
181.99998,1.966747
182.20002,1.966667
182.4,1.966583
182.59998,1.966536
182.80002,1.966456
183,1.966372
183.19998,1.966287
183.40002,1.966208
183.6,1.966086
183.79998,1.965946
184.00002,1.96581
184.2,1.965688
184.39998,1.965567
184.60002,1.965431
184.8,1.965328
184.99998,1.965262
185.20002,1.96522
185.4,1.965192
185.59998,1.965164
185.80002,1.96514
186,1.965131
186.19998,1.965084
186.40002,1.965042
186.6,1.964957
186.79998,1.96491
187.00002,1.96485
187.2,1.964803
187.39998,1.964774
187.60002,1.964732
187.8,1.964704
187.99998,1.964657
188.20002,1.964596
188.4,1.964531
188.59998,1.964484
188.80002,1.964404
189,1.964339
189.19998,1.964254
189.40002,1.964194
189.6,1.964109
189.79998,1.964006
190.00002,1.96389
190.2,1.963749
190.39998,1.963628
190.60002,1.963492
190.8,1.963389
190.99998,1.963286
191.20002,1.963225
191.4,1.96316
191.59998,1.963094
191.80002,1.963071
192,1.963024
192.19998,1.962977
192.40002,1.962916
192.6,1.962851
192.79998,1.962767
193.00002,1.962687
193.2,1.962584
193.39998,1.962538
193.60002,1.962552
193.8,1.962579
193.99998,1.962645
194.20002,1.962696
194.4,1.962724
194.59998,1.962733
194.80002,1.962761
195,1.962794
195.19998,1.962878
195.40002,1.96298
195.6,1.963069
195.79998,1.963172
196.00002,1.963242
196.2,1.963288
196.39998,1.963354
196.60002,1.963386
196.8,1.963396
196.99998,1.963424
197.20002,1.963438
197.4,1.963447
197.59998,1.963437
197.80002,1.963451
198,1.963423
198.19998,1.963395
198.40002,1.963372
198.6,1.963362
198.79998,1.963372
199.00002,1.963386
199.2,1.963376
199.39998,1.963367
199.60002,1.963343
199.8,1.963315
199.99998,1.963287
200.20002,1.963264
200.4,1.963236
200.59998,1.963226
200.80002,1.963222
201,1.963212
201.19998,1.963222
201.40002,1.963217
201.6,1.963226
201.79998,1.963198
202.00002,1.963212
202.2,1.963203
202.39998,1.963193
202.60002,1.963189
202.8,1.963179
202.99998,1.96317
203.20002,1.963128
203.4,1.9631
203.59998,1.96309
203.80002,1.963104
204,1.963095
204.19998,1.963123
204.40002,1.963137
204.6,1.963165
204.79998,1.963174
205.00002,1.963226
205.2,1.963254
205.39998,1.963263
205.60002,1.963277
205.8,1.963324
205.99998,1.963352
206.20002,1.963422
206.4,1.963468
206.59998,1.963552
206.80002,1.963622
207,1.963688
207.19998,1.963772
207.40002,1.963898
207.6,1.964
207.79998,1.96414
208.00002,1.964267
208.2,1.964407
208.39998,1.964547
208.60002,1.964691
208.8,1.964813
208.99998,1.964915
209.20002,1.965041
209.4,1.965125
209.59998,1.965247
209.80002,1.965354
210,1.965438
210.19998,1.965615
210.40002,1.965779
210.6,1.965938
210.79998,1.966096
211.00002,1.96626
211.2,1.966418
211.39998,1.966596
211.60002,1.966759
211.8,1.966936
211.99998,1.967114
212.20002,1.967296
212.4,1.967436
212.59998,1.967576
212.80002,1.967758
213,1.967898
213.19998,1.968056
213.40002,1.96822
213.6,1.968397
213.79998,1.968575
214.00002,1.968757
214.2,1.968971
214.39998,1.969186
214.60002,1.969405
214.8,1.969583
214.99998,1.969723
215.20002,1.969867
215.4,1.969989
215.59998,1.97011
215.80002,1.970236
216,1.970394
216.19998,1.970516
216.40002,1.970679
216.6,1.970838
216.79998,1.970959
217.00002,1.971085
217.2,1.971225
217.39998,1.971346
217.60002,1.971472
217.8,1.971631
217.99998,1.971752
218.20002,1.971897
218.4,1.972018
218.59998,1.97214
218.80002,1.972266
219,1.972406
219.19998,1.972527
219.40002,1.972653
219.6,1.972811
219.79998,1.973007
220.00002,1.973189
220.2,1.973404
220.39998,1.9736
220.60002,1.973815
220.8,1.974034
220.99998,1.974267
221.20002,1.974468
221.4,1.974664
221.59998,1.974841
221.80002,1.975004
222,1.975219
222.19998,1.975452
222.40002,1.975709
222.6,1.975979
222.79998,1.976268
223.00002,1.976525
223.2,1.976796
223.39998,1.977085
223.60002,1.977379
223.8,1.977668
223.99998,1.97792
224.20002,1.978232
224.4,1.978503
224.59998,1.978792
224.80002,1.979086
225,1.979375
225.19998,1.979683
225.40002,1.979958
225.6,1.980247
225.79998,1.980536
226.00002,1.980849
226.2,1.981101
226.39998,1.981334
226.60002,1.981609
226.8,1.98188
226.99998,1.982169
227.20002,1.982463
227.4,1.982752
227.59998,1.983059
227.80002,1.983335
228,1.983624
228.19998,1.983932
228.40002,1.984244
228.6,1.984514
228.79998,1.984804
229.00002,1.98506
229.2,1.98533
229.39998,1.985582
229.60002,1.985839
229.8,1.986091
229.99998,1.986342
230.20002,1.986617
230.4,1.986869
230.59998,1.987177
230.80002,1.987489
231,1.987834
231.19998,1.988165
231.40002,1.988529
231.6,1.988874
231.79998,1.989219
232.00002,1.98955
232.2,1.989858
232.39998,1.990147
232.60002,1.990515
232.8,1.99086
232.99998,1.991243
233.20002,1.99163
233.4,1.991993
233.59998,1.992375
233.80002,1.992762
234,1.993145
234.19998,1.993546
234.40002,1.993933
234.6,1.994333
234.79998,1.994753
235.00002,1.995177
235.2,1.995559
235.39998,1.995923
235.60002,1.996329
235.8,1.996711
235.99998,1.997056
236.20002,1.997424
236.4,1.99775
236.59998,1.998114
236.80002,1.998482
237,1.998845
237.19998,1.999265
237.40002,1.999652
237.6,2.000053
237.79998,2.000491
238.00002,2.000934
238.2,2.001353
238.39998,2.001828
238.60002,2.002308
238.8,2.002765
238.99998,2.003222
239.20002,2.003646
239.4,2.004103
239.59998,2.004578
239.80002,2.005058
240,2.005533
240.19998,2.006102
240.40002,2.006675
240.6,2.007281
240.79998,2.007831
241.00002,2.008367
241.2,2.008917
241.39998,2.009467
241.60002,2.009984
241.8,2.010534
241.99998,2.011083
242.20002,2.011638
242.4,2.012206
242.59998,2.012812
242.80002,2.013404
243,2.013972
243.19998,2.014522
243.40002,2.015077
243.6,2.015608
243.79998,2.016102
244.00002,2.016638
244.2,2.017169
244.39998,2.017681
244.60002,2.018254
244.8,2.018804
244.99998,2.019335
245.20002,2.019889
245.4,2.020439
245.59998,2.02097
245.80002,2.021543
246,2.022111
246.19998,2.02268
246.40002,2.023197
246.6,2.023765
246.79998,2.024315
247.00002,2.024888
247.2,2.025456
247.39998,2.026043
247.60002,2.026672
247.8,2.027277
247.99998,2.02792
248.20002,2.028586
248.4,2.029229
248.59998,2.02989
248.80002,2.030538
249,2.031143
249.19998,2.031767
249.40002,2.032322
249.6,2.032871
249.79998,2.03357
250.00002,2.034348
250.2,2.035083
250.39998,2.035856
250.60002,2.036634
250.8,2.037408
250.99998,2.038199
251.20002,2.038958
251.4,2.03975
251.59998,2.040504
251.80002,2.041264
252,2.041999
252.19998,2.042735
252.40002,2.043457
252.6,2.044211
252.79998,2.044966
253.00002,2.045762
253.2,2.046516
253.39998,2.047327
253.60002,2.048104
253.8,2.048896
253.99998,2.049725
254.20002,2.050558
254.4,2.051424
254.59998,2.052309
254.80002,2.05318
255,2.054027
255.19998,2.054912
255.40002,2.05582
255.6,2.056705
255.79998,2.05757
256.00002,2.058497
256.2,2.059438
256.39998,2.060359
256.60002,2.061323
256.8,2.062282
256.99998,2.063297
257.20002,2.064336
257.4,2.065369
257.59998,2.066384
257.80002,2.067422
258,2.068381
258.19998,2.06934
258.40002,2.070323
258.6,2.071319
258.79998,2.072296
259.00002,2.073274
259.2,2.074312
259.39998,2.075327
259.60002,2.076346
259.8,2.077324
259.99998,2.07832
260.20002,2.079302
260.4,2.080317
260.59998,2.081331
260.80002,2.08237
261,2.083421
261.19998,2.084436
261.40002,2.085511
261.6,2.0866
261.79998,2.087708
262.00002,2.088802
262.2,2.089928
262.39998,2.091036
262.60002,2.092092
262.8,2.093163
262.99998,2.09427
263.20002,2.095364
263.4,2.09649
263.59998,2.097654
263.80002,2.098803
264,2.099985
264.19998,2.101204
264.40002,2.102429
264.6,2.103666
264.79998,2.104886
265.00002,2.106105
265.2,2.107329
265.39998,2.108529
265.60002,2.109748
265.8,2.11101
265.99998,2.112229
266.20002,2.113509
266.4,2.114765
266.59998,2.116039
266.80002,2.117357
267,2.11865
267.19998,2.119981
267.40002,2.121316
267.6,2.122628
267.79998,2.123977
268.00002,2.125295
268.2,2.126625
268.39998,2.127937
268.60002,2.129267
268.8,2.130603
268.99998,2.131971
269.20002,2.133306
269.4,2.134674
269.59998,2.136023
269.80002,2.137395
270,2.138782
270.19998,2.140168
270.40002,2.141596
270.6,2.143001
270.79998,2.144387
271.00002,2.145797
271.2,2.147164
271.39998,2.148513
271.60002,2.14988
271.8,2.151272
271.99998,2.15262
272.20002,2.153969
272.4,2.15536
272.59998,2.156709
272.80002,2.158063
273,2.159467
273.19998,2.160871
273.40002,2.162281
273.6,2.163686
273.79998,2.16509
274.00002,2.166499
274.2,2.167922
274.39998,2.169327
274.60002,2.170731
274.8,2.172196
274.99998,2.173656
275.20002,2.175122
275.4,2.176544
275.59998,2.177986
275.80002,2.17947
276,2.18093
276.19998,2.182427
276.40002,2.183905
276.6,2.185426
276.79998,2.186905
277.00002,2.188383
277.2,2.189848
277.39998,2.191308
277.60002,2.192755
277.8,2.194252
277.99998,2.195767
278.20002,2.197251
278.4,2.19871
278.59998,2.200189
278.80002,2.201672
279,2.20315
279.19998,2.20461
279.40002,2.206075
279.6,2.207516
279.79998,2.208938
280.00002,2.210328
280.2,2.211751
280.39998,2.213154
280.60002,2.214582
280.8,2.216022
280.99998,2.217444
281.20002,2.218872
281.4,2.220294
281.59998,2.221753
281.80002,2.223237
282,2.224696
282.19998,2.226118
282.40002,2.227545
282.6,2.228986
282.79998,2.230408
283.00002,2.231816
283.2,2.233238
283.39998,2.234623
283.60002,2.236032
283.8,2.23749
283.99998,2.238894
284.20002,2.240302
284.4,2.241705
284.59998,2.243071
284.80002,2.244461
285,2.245845
285.19998,2.24723
285.40002,2.248595
285.6,2.249967
285.79998,2.251333
286.00002,2.252685
286.2,2.254032
286.39998,2.255342
286.60002,2.256695
286.8,2.258042
286.99998,2.259407
287.20002,2.26076
287.4,2.262107
287.59998,2.263528
287.80002,2.264918
288,2.266339
288.19998,2.267741
288.40002,2.26915
288.6,2.27059
288.79998,2.271992
289.00002,2.2734
289.2,2.274822
289.39998,2.276224
289.60002,2.277632
289.8,2.279053
289.99998,2.280418
290.20002,2.281827
290.4,2.283192
290.59998,2.284594
290.80002,2.285996
291,2.287404
291.19998,2.288807
291.40002,2.290233
291.6,2.291636
291.79998,2.293038
292.00002,2.294371
292.2,2.295718
292.39998,2.297045
292.60002,2.29836
292.8,2.299669
292.99998,2.300978
293.20002,2.302293
293.4,2.303602
293.59998,2.304911
293.80002,2.306245
294,2.307535
294.19998,2.308807
294.40002,2.310066
294.6,2.311337
294.79998,2.312572
295.00002,2.313843
295.2,2.315102
295.39998,2.316336
295.60002,2.317558
295.8,2.318774
295.99998,2.319971
296.20002,2.321211
296.4,2.322408
296.59998,2.323587
296.80002,2.324753
297,2.325949
297.19998,2.327128
297.40002,2.328288
297.6,2.329435
297.79998,2.330576
298.00002,2.331735
298.2,2.332901
298.39998,2.334024
298.60002,2.335183
298.8,2.336349
298.99998,2.33749
299.20002,2.338637
299.4,2.339778
299.59998,2.340919
299.80002,2.34206
300,2.343151
300.19998,2.344236
300.40002,2.345991
300.6,2.347026
300.79998,2.348037
301.00002,2.349103
301.2,2.350176
301.39998,2.351205
301.60002,2.352259
301.8,2.353288
301.99998,2.354335
302.20002,2.355402
302.4,2.356493
302.59998,2.357578
302.80002,2.358644
303,2.359791
303.19998,2.36095
303.40002,2.36209
303.6,2.363107
303.79998,2.36421
304.00002,2.365295
304.2,2.366014
304.39998,2.366225
304.60002,2.366101
304.8,2.366057
304.99998,2.366305
305.20002,2.36672
305.4,2.367198
305.59998,2.367687
305.80002,2.368214
306,2.368654
306.19998,2.369051
306.40002,2.369373
306.6,2.369701
306.79998,2.369986
307.00002,2.370327
307.2,2.3706
307.39998,2.370792
307.60002,2.370984
307.8,2.371256
307.99998,2.371486
308.20002,2.371659
308.4,2.37182
308.59998,2.371938
308.80002,2.371932
309,2.371956
309.19998,2.372185
309.40002,2.37234
309.6,2.372427
309.79998,2.372545
310.00002,2.372644
310.2,2.372768
310.39998,2.372923
310.60002,2.373059
310.8,2.37322
310.99998,2.373375
311.20002,2.373536
311.4,2.373653
311.59998,2.373734
311.80002,2.373821
312,2.373901
312.19998,2.373982
312.40002,2.374124
312.6,2.374298
312.79998,2.374471
313.00002,2.374682
313.2,2.37488
313.39998,2.37509
313.60002,2.375282
313.8,2.375499
313.99998,2.375691
314.20002,2.37589
314.4,2.3761
314.59998,2.376329
314.80002,2.376602
315,2.376868
315.19998,2.37719
315.40002,2.377556
315.6,2.377878
315.79998,2.3782
316.00002,2.378566
316.2,2.378925
316.39998,2.379266
316.60002,2.379588
316.8,2.379972
316.99998,2.380313
317.20002,2.380678
317.4,2.381093
317.59998,2.381489
317.80002,2.38196
318,2.382474
318.19998,2.383019
318.40002,2.383552
318.6,2.384097
318.79998,2.384624
319.00002,2.385175
319.2,2.385702
319.39998,2.386377
319.60002,2.386996
319.8,2.387677
319.99998,2.38839
320.20002,2.389214
320.4,2.390137
320.59998,2.391072
320.80002,2.39192
321,2.3928
321.19998,2.393847
321.40002,2.395172
321.6,2.396522
321.79998,2.397903
322.00002,2.399173
322.2,2.400505
322.39998,2.401849
322.60002,2.403304
322.8,2.40484
322.99998,2.406426
323.20002,2.408048
323.4,2.409696
323.59998,2.411355
323.80002,2.412959
324,2.414569
324.19998,2.416211
324.40002,2.417988
324.6,2.419703
324.79998,2.421344
325.00002,2.423047
325.2,2.424651
325.39998,2.426422
325.60002,2.428236
325.8,2.430007
325.99998,2.43176
326.20002,2.433555
326.4,2.435308
326.59998,2.437153
326.80002,2.439246
327,2.442484
327.19998,2.445723
327.40002,2.448942
327.6,2.451797
327.79998,2.454534
328.00002,2.457537
328.2,2.460682
328.39998,2.463697
328.60002,2.466756
328.8,2.469752
328.99998,2.472805
329.20002,2.475931
329.4,2.479157
329.59998,2.482357
329.80002,2.485546
330,2.488728
330.19998,2.49191
330.40002,2.494987
330.6,2.498187
330.79998,2.501406
331.00002,2.504613
331.2,2.507832
331.39998,2.511162
331.60002,2.514611
331.8,2.517996
331.99998,2.521419
332.20002,2.524786
332.4,2.528327
332.59998,2.532493
332.80002,2.536677
333,2.540905
333.19998,2.54522
333.40002,2.549633
333.6,2.553984
333.79998,2.558428
334.00002,2.563121
334.2,2.5684
334.39998,2.573773
334.60002,2.579319
334.8,2.584877
334.99998,2.590305
335.20002,2.595528
335.4,2.60087
335.59998,2.606576
335.80002,2.612327
336,2.618014
336.19998,2.623645
336.40002,2.629685
336.6,2.635844
336.79998,2.642255
337.00002,2.649911
337.2,2.657295
337.39998,2.665322
337.60002,2.67385
337.8,2.682329
337.99998,2.69043
338.20002,2.698716
338.4,2.707901
338.59998,2.717802
338.80002,2.727656
339,2.737241
339.19998,2.747866
339.40002,2.758603
339.6,2.769477
339.79998,2.77986
340.00002,2.789816
340.2,2.801692
340.39998,2.815585
340.60002,2.830145
340.8,2.844881
340.99998,2.858902
341.20002,2.872579
341.4,2.887083
