Time (s),Heat Flow (mJ/s)
340.39998,7.084856
340.60002,7.084731
340.8,7.08461
340.99998,7.08447
341.20002,7.084345
341.4,7.084205
341.59998,7.084047
341.80002,7.083926
342,7.083819
342.19998,7.083679
342.40002,7.083558
342.6,7.08347
342.79998,7.083349
343.00002,7.083228
343.2,7.08314
343.39998,7.083038
343.60002,7.082954
343.8,7.082903
343.99998,7.082819
344.20002,7.082786
344.4,7.082758
344.59998,7.08273
344.80002,7.082716
345,7.082688
345.19998,7.082641
345.40002,7.082594
345.6,7.08258
345.79998,7.082571
346.00002,7.082524
346.2,7.08251
346.39998,7.082482
346.60002,7.082454
346.8,7.08244
346.99998,7.08243
347.20002,7.082402
347.4,7.08237
347.59998,7.082323
347.80002,7.082276
348,7.082225
348.19998,7.082142
348.40002,7.082058
348.6,7.081988
348.79998,7.081868
349.00002,7.081747
349.2,7.08164
349.39998,7.081501
349.60002,7.081362
349.8,7.081236
349.99998,7.081097
350.20002,7.080976
350.4,7.080814
350.59998,7.080638
350.80002,7.080498
351,7.080336
351.19998,7.080234
351.40002,7.080113
351.6,7.080025
351.79998,7.079904
352.00002,7.079802
352.2,7.079714
352.39998,7.079594
352.60002,7.079417
352.8,7.079292
352.99998,7.079209
353.20002,7.079144
353.4,7.079185
353.59998,7.079306
353.80002,7.079519
354,7.079709
354.19998,7.079737
354.40002,7.079746
354.6,7.07977
354.79998,7.079816
355.00002,7.07977
355.2,7.0797
355.39998,7.079691
355.60002,7.0797
355.8,7.079742
355.99998,7.079807
356.20002,7.079853
356.4,7.079951
356.59998,7.080071
356.80002,7.080206
357,7.080308
357.19998,7.080354
357.40002,7.080377
357.6,7.080387
357.79998,7.080433
358.00002,7.080535
358.2,7.080651
358.39998,7.080735
358.60002,7.0808
358.8,7.080823
358.99998,7.080851
359.20002,7.080805
359.4,7.080809
359.59998,7.080763
359.80002,7.080754
360,7.080759
360.19998,7.080712
360.40002,7.080661
360.6,7.080615
360.79998,7.080551
361.00002,7.080523
361.2,7.080491
361.39998,7.080426
361.60002,7.08038
361.8,7.080366
361.99998,7.08032
362.20002,7.080236
362.4,7.080148
362.59998,7.080084
362.80002,7.080014
363,7.07995
363.19998,7.079922
363.40002,7.079895
363.6,7.079936
363.79998,7.079983
364.00002,7.080025
364.2,7.08009
364.39998,7.080155
364.60002,7.080128
364.8,7.080132
364.99998,7.080105
365.20002,7.080151
365.4,7.080193
365.59998,7.08024
365.80002,7.080398
366,7.080551
366.19998,7.08069
366.40002,7.08083
366.6,7.080983
366.79998,7.081104
367.00002,7.081224
367.2,7.081378
367.39998,7.081535
367.60002,7.081638
367.8,7.081772
367.99998,7.081838
368.20002,7.081903
368.4,7.081963
368.59998,7.081973
368.80002,7.081982
369,7.082006
369.19998,7.082053
369.40002,7.082099
369.6,7.082178
369.79998,7.082243
370.00002,7.082235
370.2,7.082258
370.39998,7.082342
370.60002,7.082481
370.8,7.082616
370.99998,7.082737
371.20002,7.082821
371.4,7.082918
371.59998,7.082983
371.80002,7.083086
372,7.083183
372.19998,7.083304
372.40002,7.083425
372.6,7.083597
372.79998,7.083755
373.00002,7.083913
373.2,7.084066
373.39998,7.084224
373.60002,7.084363
373.8,7.08448
373.99998,7.084582
374.20002,7.084721
374.4,7.084875
374.59998,7.085014
374.80002,7.085154
375,7.085325
375.19998,7.085446
375.40002,7.085604
375.6,7.085757
375.79998,7.085915
376.00002,7.086074
376.2,7.08619
376.39998,7.086329
376.60002,7.086469
376.8,7.086603
376.99998,7.086743
377.20002,7.086882
377.4,7.086998
377.59998,7.087157
377.80002,7.087278
378,7.087431
378.19998,7.087552
378.40002,7.087691
378.6,7.087826
378.79998,7.087965
379.00002,7.088105
379.2,7.08824
379.39998,7.088361
379.60002,7.088482
379.8,7.088616
379.99998,7.088719
380.20002,7.088859
380.4,7.089012
380.59998,7.089133
380.80002,7.089272
381,7.089426
381.19998,7.089584
381.40002,7.089742
381.6,7.089895
381.79998,7.090053
382.00002,7.090193
382.2,7.090309
382.39998,7.090411
382.60002,7.090551
382.8,7.090704
382.99998,7.090825
383.20002,7.090946
383.4,7.0911
383.59998,7.091202
383.80002,7.091342
384,7.091458
384.19998,7.091561
384.40002,7.091663
384.6,7.091761
384.79998,7.091845
385.00002,7.091948
385.2,7.092027
385.39998,7.092129
385.60002,7.092213
385.8,7.09233
385.99998,7.092432
386.20002,7.092498
386.4,7.092595
386.59998,7.092679
386.80002,7.092745
387,7.09288
387.19998,7.092982
387.40002,7.093104
387.6,7.093238
387.79998,7.093341
388.00002,7.093425
388.2,7.093523
388.39998,7.093607
388.60002,7.093691
388.8,7.093789
388.99998,7.093891
389.20002,7.094013
389.4,7.094129
389.59998,7.094232
389.80002,7.094353
390,7.09445
390.19998,7.094572
390.40002,7.094656
390.6,7.094754
390.79998,7.094838
391.00002,7.094903
391.2,7.09502
391.39998,7.095085
391.60002,7.095188
391.8,7.095286
391.99998,7.095333
392.20002,7.095399
392.4,7.095496
392.59998,7.095581
392.80002,7.095646
393,7.095725
393.19998,7.095828
393.40002,7.095912
393.6,7.09601
393.79998,7.096113
394.00002,7.096197
394.2,7.096276
394.39998,7.096342
394.60002,7.096426
394.8,7.096506
394.99998,7.096571
395.20002,7.096619
395.4,7.096661
395.59998,7.09669
395.80002,7.096737
396,7.096798
396.19998,7.096845
396.40002,7.096892
396.6,7.096934
396.79998,7.096963
397.00002,7.09701
397.2,7.097034
397.39998,7.097026
397.60002,7.097055
397.8,7.097078
397.99998,7.097088
398.20002,7.097136
398.4,7.097141
398.59998,7.09717
398.80002,7.09718
399,7.097222
399.19998,7.09727
399.40002,7.097299
399.6,7.097341
399.79998,7.097407
400.00002,7.097491
400.2,7.097607
400.39998,7.097692
400.60002,7.097776
400.8,7.097855
400.99998,7.097921
401.20002,7.098038
401.4,7.098085
401.59998,7.098114
401.80002,7.098217
402,7.098426
402.19998,7.09864
402.40002,7.098872
