Path,File,Date Acquired,Sample,Misc
C:\Users\vvannost\Documents\,Pain01.d,9/28/2020 13:52,Mixture, 
TIC: Pain01.d\data.ms,,,,
11.565,82757,,,
11.57,76002,,,
11.576,81753,,,
11.581,77640,,,
11.587,75884,,,
11.592,83427,,,
11.598,82401,,,
11.603,77803,,,
11.609,85712,,,
11.614,73122,,,
11.62,84836,,,
11.625,84913,,,
11.631,74724,,,
11.636,78239,,,
11.642,86853,,,
11.647,88179,,,
11.653,73189,,,
11.658,73429,,,
11.664,87168,,,
11.669,79137,,,
11.675,75605,,,
11.68,80026,,,
11.686,81405,,,
11.691,77842,,,
11.697,81900,,,
11.702,80042,,,
11.708,77524,,,
11.713,76453,,,
11.719,86466,,,
11.724,75566,,,
11.73,81226,,,
11.735,80306,,,
11.741,86112,,,
11.746,76940,,,
11.752,79983,,,
11.757,80740,,,
11.763,76794,,,
11.768,83031,,,
11.774,81131,,,
11.779,83797,,,
11.785,82936,,,
11.79,83018,,,
11.796,85115,,,
11.801,83881,,,
11.807,79956,,,
11.812,85025,,,
11.818,85244,,,
11.823,87513,,,
11.829,81527,,,
11.834,81342,,,
11.84,76197,,,
11.845,89488,,,
11.851,78857,,,
11.856,79584,,,
11.862,77625,,,
11.867,85157,,,
11.873,74256,,,
11.878,81159,,,
11.884,82070,,,
11.889,89650,,,
11.895,95606,,,
11.9,130345,,,
11.906,198277,,,
11.911,335205,,,
11.917,569608,,,
11.922,922794,,,
11.928,1293516,,,
11.933,1612791,,,
11.939,1870974,,,
11.944,1485868,,,
11.95,769814,,,
11.955,445600,,,
11.961,260581,,,
11.966,172201,,,
11.972,139413,,,
11.977,128025,,,
11.983,121014,,,
11.988,117502,,,
11.994,111379,,,
11.999,110240,,,
12.005,109488,,,
12.01,107329,,,
12.016,100747,,,
12.021,91316,,,
12.027,90932,,,
12.032,90264,,,
12.038,82618,,,
12.043,96645,,,
12.049,85596,,,
12.054,89429,,,
12.06,81347,,,
12.065,81743,,,
12.071,85304,,,
12.076,82554,,,
12.082,90989,,,
12.087,87398,,,
12.093,86815,,,
12.098,80521,,,
12.104,79384,,,
12.109,84582,,,
12.115,90545,,,
12.12,88817,,,
12.126,91405,,,
12.131,95916,,,
12.137,88135,,,
12.142,85846,,,
12.148,84806,,,
12.153,81426,,,
12.159,86217,,,
12.164,87882,,,
12.17,85910,,,
12.175,81963,,,
12.181,85906,,,
12.186,89797,,,
12.192,96313,,,
12.197,91887,,,
12.203,96742,,,
12.208,99957,,,
12.214,95207,,,
12.219,97485,,,
12.225,94019,,,
12.23,89451,,,
12.236,85233,,,
12.241,87317,,,
12.247,83645,,,
12.252,78779,,,
12.258,92361,,,
12.263,86233,,,
12.269,93980,,,
12.274,93685,,,
12.28,88505,,,
12.285,83753,,,
12.291,83018,,,
12.296,82533,,,
12.302,82188,,,
12.307,84650,,,
12.313,86131,,,
12.318,84585,,,
12.324,85847,,,
12.329,84710,,,
12.335,80355,,,
12.34,85805,,,
12.346,88276,,,
12.351,87861,,,
12.357,91312,,,
12.363,84302,,,
12.368,87296,,,
12.374,83598,,,
12.379,87992,,,
12.385,78718,,,
12.39,86746,,,
12.396,86908,,,
12.401,86952,,,
12.407,89865,,,
12.412,86945,,,
12.418,88856,,,
12.423,84498,,,
12.429,82430,,,
12.434,86052,,,
12.44,86692,,,
12.445,76908,,,
12.451,84876,,,
12.456,83152,,,
12.462,78771,,,
12.467,79016,,,
12.473,83024,,,
12.478,85427,,,
12.484,82976,,,
12.489,87423,,,
12.495,80400,,,
12.5,85094,,,
12.506,82488,,,
12.511,84560,,,
12.517,82989,,,
12.522,81470,,,
12.528,87041,,,
12.533,71495,,,
12.539,77957,,,
12.544,84928,,,
12.55,78252,,,
12.555,75932,,,
12.561,84988,,,
12.566,84839,,,
12.572,78768,,,
12.577,85888,,,
12.583,78029,,,
12.588,78694,,,
12.594,78049,,,
12.599,77363,,,
12.605,74573,,,
12.61,74007,,,
12.616,81556,,,
12.621,75967,,,
12.627,74161,,,
12.632,78064,,,
12.638,79350,,,
12.643,79596,,,
12.649,77118,,,
12.654,68119,,,
12.66,74980,,,
12.665,80249,,,
12.671,76669,,,
12.676,75038,,,
12.682,74001,,,
12.687,73122,,,
12.693,78447,,,
12.698,76479,,,
12.704,77644,,,
12.709,71907,,,
12.715,66778,,,
12.72,74513,,,
12.726,71794,,,
12.731,72093,,,
12.737,74686,,,
12.742,70862,,,
12.748,73653,,,
12.753,77813,,,
12.759,76001,,,
12.764,71752,,,
12.77,78509,,,
12.775,79044,,,
12.781,73525,,,
12.786,82280,,,
12.792,76360,,,
12.797,70508,,,
12.803,71302,,,
12.808,67825,,,
12.814,62634,,,
12.819,57896,,,
12.825,57793,,,
12.83,61181,,,
12.836,57760,,,
12.841,58963,,,
12.847,70078,,,
12.852,65320,,,
12.858,65074,,,
12.863,61219,,,
12.869,59047,,,
12.874,62358,,,
12.88,67446,,,
12.885,62025,,,
12.891,63970,,,
12.896,68637,,,
12.902,66839,,,
12.907,62263,,,
12.913,61272,,,
12.918,63974,,,
12.924,64263,,,
12.929,65413,,,
12.935,70636,,,
12.94,67879,,,
12.946,67167,,,
12.951,71854,,,
12.957,65790,,,
12.962,72725,,,
12.968,68438,,,
12.973,76139,,,
12.979,75919,,,
12.984,69747,,,
12.99,71213,,,
12.995,67518,,,
13.001,74223,,,
13.006,79425,,,
13.012,73589,,,
13.017,67452,,,
13.023,69851,,,
13.028,71267,,,
13.034,64334,,,
13.039,75687,,,
13.045,71995,,,
13.05,75635,,,
13.056,80091,,,
13.061,86290,,,
13.067,78353,,,
13.072,83348,,,
13.078,94474,,,
13.083,108521,,,
13.089,155807,,,
13.094,270800,,,
13.1,453763,,,
13.105,862976,,,
13.111,1416502,,,
13.116,1690821,,,
13.122,1542244,,,
13.127,907146,,,
13.133,518742,,,
13.138,314012,,,
13.144,252487,,,
13.149,198260,,,
13.155,163114,,,
13.16,158682,,,
13.166,137688,,,
13.171,135061,,,
13.177,118529,,,
13.182,110577,,,
13.188,106740,,,
13.193,93748,,,
13.199,86020,,,
13.204,85012,,,
13.21,87099,,,
13.215,82150,,,
13.221,76899,,,
13.226,81295,,,
13.232,85142,,,
13.237,85314,,,
13.243,80775,,,
13.248,90752,,,
13.254,84189,,,
13.259,82622,,,
13.265,85465,,,
13.27,77376,,,
13.276,76000,,,
13.281,71197,,,
13.287,73564,,,
13.292,76150,,,
13.298,68953,,,
13.303,73246,,,
13.309,74410,,,
13.314,63054,,,
13.32,74350,,,
13.325,66188,,,
13.331,75674,,,
13.336,75326,,,
13.342,76382,,,
13.347,72972,,,
13.353,71966,,,
13.358,70327,,,
13.364,70355,,,
13.369,67908,,,
13.375,69168,,,
13.38,67885,,,
13.386,70466,,,
13.391,58828,,,
13.397,64425,,,
