Wavelength (nm),Absorbance (AU)
190,0.01168251
191,0.08469677
192,0.068225861
193,-0.513227463
194,0.084342957
195,-0.471494198
196,-0.317220688
197,0.581519604
198,0.144827366
199,-0.059050083
200,0.253141403
201,0.331564903
202,0.125197411
203,0.413785458
204,0.757559299
205,0.612993717
206,-0.280804634
207,0.190139294
208,0.227972984
209,0.297045231
210,0.602059841
211,0.700489998
212,0.572402954
213,-0.131578922
214,0.132293224
215,-0.305718422
216,0.014923096
217,0.157591343
218,0.806545734
219,0.286166191
220,0.064809799
221,0.309882164
222,-0.374808788
223,-0.647162914
224,-0.471852779
225,0.25546217
226,0.273945332
227,-0.285010338
228,0.313456059
229,0.146636009
230,-0.164030075
231,-0.393324375
232,-0.405630112
233,0.249269009
234,0.271090031
235,0.257987022
236,0.428007126
237,0.545806885
238,0.708225727
239,0.245578289
240,-0.133640766
241,0.526187897
242,-0.157231808
243,0.252856731
244,0.776500225
245,0.301803589
246,-0.222363949
247,0.639733791
248,0.337068081
249,0.458871841
250,0.438771725
251,0.000602245
252,0.201735497
253,-0.313969612
254,-0.158341408
255,0.126653194
256,0.619054794
257,0.254361153
258,0.062595844
259,0.341153622
260,-0.266293526
261,-0.051062584
262,0.095162392
263,-0.132995129
264,0.168068886
265,0.04822588
266,-0.014014721
267,0.032876015
268,0.059234619
269,-0.087687492
270,0.055580616
271,0.136449814
272,0.155771732
273,0.122457027
274,0.23644352
275,0.097986698
276,0.159249306
277,0.074537277
278,0.078725815
279,0.0633564
280,0.043779373
281,0.220767021
282,0.234582901
283,0.155131817
284,0.141174793
285,0.154371738
286,0.187506676
287,0.173554897
288,0.174485207
289,0.17175293
290,0.171118259
291,0.175822735
292,0.186351776
293,0.182103157
294,0.16724062
295,0.153800488
296,0.143531322
297,0.137996197
298,0.134987831
299,0.13367939
300,0.133103848
301,0.133396149
302,0.13404417
303,0.134446144
304,0.135145664
305,0.135634899
306,0.135247231
307,0.135211945
308,0.134749413
309,0.134188652
310,0.132599831
311,0.131308079
312,0.129472733
313,0.127359867
314,0.124912262
315,0.121964931
316,0.118988514
317,0.115049839
318,0.111223698
319,0.106996536
320,0.102523327
321,0.098082066
322,0.092675209
323,0.087752342
324,0.082769394
325,0.077892303
326,0.073692322
327,0.069415092
328,0.065508366
329,0.062235832
330,0.059188843
331,0.056313992
332,0.05384779
333,0.051666737
334,0.049628735
335,0.047890663
336,0.046202183
337,0.044737816
338,0.043373108
339,0.042408943
340,0.041601181
341,0.040544987
342,0.040075779
343,0.03937006
344,0.038859844
345,0.038450241
346,0.038133621
347,0.037696362
348,0.037491798
349,0.037487507
350,0.03720665
351,0.037370205
352,0.037239552
353,0.036677837
354,0.036356449
355,0.036198139
356,0.036102295
357,0.037886143
358,0.039982319
359,0.039847374
360,0.038784504
361,0.03801918
362,0.038439751
363,0.0391078
364,0.039299011
365,0.039822578
366,0.040250301
367,0.040572643
368,0.041277409
369,0.041297436
370,0.041550636
371,0.04193449
372,0.042494774
373,0.043581009
374,0.044229507
375,0.045047283
376,0.04632473
377,0.047637939
378,0.048921108
379,0.050329685
380,0.05183363
381,0.052507877
382,0.053999424
383,0.054806709
384,0.056156158
385,0.056731224
386,0.057816505
387,0.058283329
388,0.058662891
389,0.059156418
390,0.059717655
391,0.059762955
392,0.06015873
393,0.060591698
394,0.061236382
395,0.062330723
396,0.063244343
397,0.064616203
398,0.06608057
399,0.067556858
400,0.069941521
401,0.07192421
402,0.073949814
403,0.07626009
404,0.078182697
405,0.07956934
406,0.08055687
407,0.081768513
408,0.081394672
409,0.080804348
410,0.079844952
411,0.078468323
412,0.07614851
413,0.073234081
414,0.070598602
415,0.066898346
416,0.062808514
417,0.058805466
418,0.054777145
419,0.050578117
420,0.046264648
421,0.042155743
422,0.037883282
423,0.035089016
424,0.031223774
425,0.02836895
426,0.024845123
427,0.021511555
428,0.018652916
429,0.017204285
430,0.014192104
431,0.012745857
432,0.011618137
