Wavelength (nm),Absorbance (AU)
190,0.729465961
191,0.361080647
192,0.015824318
193,-0.593369961
194,0.263856888
195,-0.287590027
196,-0.284608364
197,0.356626034
198,-0.178183079
199,0.2254076
200,-0.078793526
201,-0.02031517
202,0.523112297
203,0.938221455
204,0.804358959
205,0.59040308
206,0.00424099
207,0.396066666
208,-0.072440147
209,0.299132347
210,0
211,0.222027302
212,-0.110334396
213,-0.114478588
214,0.078568935
215,-0.039925098
216,-0.279400349
217,0.081460476
218,0.027576447
219,0.02433157
220,-0.330002785
221,0.212592602
222,-0.246424198
223,-0.547487259
224,-0.526609898
225,0.041645527
226,0.210475922
227,0.081689835
228,0.262579918
229,0.016158581
230,-0.044612885
231,-0.716724396
232,0.017847538
233,0.865381718
234,0.154444695
235,0.555945873
236,0.325119495
237,0.145320892
238,0.639705658
239,0.55645752
240,-0.444032192
241,0.504653931
242,0.729772091
243,0.61297226
244,0.551175117
245,-0.212230206
246,-0.176921844
247,0.376142979
248,0.192433834
249,0.251161098
250,0.204478741
251,0.467560291
252,0.896977901
253,-0.024528027
254,0.150562286
255,0.148756981
256,0.231431007
257,0.998558998
258,0.076593876
259,0.54393816
260,0.688512325
261,0.070757866
262,-0.018592358
263,-0.187976837
264,0.184054852
265,0.735257149
266,0.261350155
267,-0.004127979
268,0.00379324
269,-0.148060799
270,-0.026471138
271,0.103687763
272,0.196950436
273,0.196312428
274,0.104342937
275,-0.002700806
276,0.918747425
277,0.368432999
278,0.320909977
279,0.249199867
280,0.225351334
281,0.320497036
282,0.319210529
283,0.302361965
284,0.288447857
285,0.34390974
286,0.362875938
287,0.331069469
288,0.318747997
289,0.32852602
290,0.330901623
291,0.339040756
292,0.351164341
293,0.356940269
294,0.345944405
295,0.339075565
296,0.331926823
297,0.330211163
298,0.331969738
299,0.33504343
300,0.338623524
301,0.343577385
302,0.348339081
303,0.353145599
304,0.357292175
305,0.360207558
306,0.362518311
307,0.363444805
308,0.363276005
309,0.362369537
310,0.359452248
311,0.35579443
312,0.350643158
313,0.344754696
314,0.337078094
315,0.328647614
316,0.318755627
317,0.307714939
