Wavelength (nm),Absorbance (AU)
190,0.765096188
191,0.586956978
192,0.02292347
193,-0.604372501
194,-0.048374653
195,0.123781681
196,-0.110924244
197,0.567415237
198,-0.066542149
199,-0.022038937
200,-0.45203495
201,0.183839798
202,0.066878796
203,0.100708485
204,0.724979401
205,0.624020576
206,-0.435983658
207,-0.182669163
208,0.209918976
209,0.304944038
210,0
211,0.398824215
212,-0.017477512
213,0.019749641
214,0.101948261
215,-0.481536388
216,0.066656113
217,0.23657608
218,0.182106495
219,0.165940762
220,0.022685528
221,0.278220654
222,0.062337875
223,-0.395840168
224,-0.446249008
225,0.071331024
226,0.449864388
227,0.066799164
228,-0.011910915
229,0.023597717
230,-0.107629776
231,-0.438032627
232,0.217352867
233,0.160731792
234,-0.318632126
235,0.505501747
236,0.529811859
237,0.305071354
238,0.426737309
239,0.211445808
240,-0.103885651
241,0.694867611
242,0.45145607
243,0.391560078
244,0.595431328
245,0.247857094
246,0.069095612
247,0.682341099
248,0.307571411
249,0.912160873
250,0.928195477
251,0.170905113
252,0.892949581
253,-0.717841148
254,0.366575241
255,0.273988247
256,0.168869495
257,0.227616787
258,0.401991367
259,0.134310246
260,0.242821693
261,0.698736191
262,-0.123813152
263,-0.187058926
264,0.161444664
265,0.413217545
266,0.015482426
267,-0.042732716
268,0.373751163
269,-0.130661488
270,-0.348837852
271,0.15623951
272,0.308593273
273,0.087859631
274,-0.026426792
275,-0.101588249
276,0.016196251
277,-0.063011646
278,-0.006524563
279,0.081886292
280,0.00468874
281,0.044892788
282,0.016650677
283,0.072845936
284,0.058436871
285,0.072550297
286,0.064425945
287,0.067608833
288,0.069108009
289,0.071087837
290,0.066555977
291,0.064498425
292,0.068517208
293,0.071745872
294,0.0709548
295,0.072937965
296,0.072152615
297,0.072684765
298,0.072694778
299,0.072957516
300,0.073347092
301,0.074126244
302,0.074672699
303,0.075405121
304,0.076155663
305,0.076346874
306,0.076501846
307,0.076657772
308,0.076523781
309,0.076123714
310,0.075495243
311,0.074501038
312,0.073530674
313,0.072502136
314,0.071027279
315,0.069565773
316,0.067792416
317,0.065788269
318,0.063596725
319,0.061257362
320,0.058989525
321,0.056323051
322,0.053165436
323,0.050605774
324,0.047790527
325,0.045057297
326,0.042683125
327,0.040468216
328,0.038211346
329,0.036237717
330,0.034445763
331,0.03309536
332,0.0321064
333,0.030853271
334,0.029849052
335,0.029087543
336,0.028253555
337,0.027510166
338,0.026935577
339,0.026677132
340,0.026236057
341,0.025625229
342,0.025464535
343,0.025191307
344,0.024834633
345,0.024837017
346,0.024690151
347,0.02452898
348,0.024441719
