Wavelength (nm),Absorbance (AU)
190,0.643954277
191,0.316227913
192,-0.003149033
193,-0.042358875
194,0.004731655
195,0.014810085
196,-0.057647228
197,0.462982178
198,0.601902962
199,-0.201817989
200,-0.716239452
201,0.387571812
202,-0.078335762
203,0.842886448
204,0.570922852
205,0.238597393
206,0.309283733
207,0.19897747
208,0.712743282
209,-0.173989773
210,0.602059841
211,0.398665428
212,0.573404312
213,-0.198823929
214,0.862606525
215,-0.11143589
216,-0.215295792
217,0.581122398
218,0.246771812
219,-0.033334732
220,-0.237975121
221,0.442070961
222,0.280444145
223,-0.316007137
224,0.110466957
225,0.453617096
226,0.860338688
227,0.598436356
228,0.234718323
229,-0.254303932
230,-0.743860245
231,-0.508097649
232,0.092802048
233,0.227022171
234,-0.018274784
235,0.559986591
236,0.493457794
237,0.455711365
238,0.446546555
239,0.502820492
240,0.084057808
241,0.358832836
242,0.672918797
243,0.230979919
244,0.302418232
245,0.242499828
246,-0.11274147
247,0.357909203
248,0.209900379
249,0.213517666
250,0.912853241
251,-0.118532658
252,0.302315712
253,-0.325049877
254,-0.204769611
255,0.175105095
256,0.072011471
257,0.418248653
258,0.220616817
259,0.682813644
260,0.257264137
261,0.270961285
262,0.084825516
263,0.052536011
264,0.01990366
265,0.278367519
266,0.292049408
267,0.062363625
268,0.063865662
269,0.464238644
270,0.293444633
271,-0.102934837
272,0.2730937
273,0.21670866
274,0.011402607
275,0.003281116
276,0.193415165
277,-0.020825386
278,0.1136446
279,0.217745781
280,0.097145081
281,0.069018841
282,0.128013134
283,0.112985611
284,0.117015839
285,0.104397774
286,0.124605179
287,0.119467735
288,0.122890472
289,0.122284889
290,0.121376514
291,0.120752335
292,0.124964714
293,0.130125999
294,0.132546425
295,0.135344028
296,0.135974884
297,0.138329029
298,0.140016079
299,0.14130497
300,0.143507004
301,0.146033287
302,0.148005486
303,0.149582863
304,0.151844978
305,0.153483391
306,0.153787136
307,0.15431881
308,0.154505253
309,0.154452324
310,0.152785301
311,0.150990486
312,0.148892879
313,0.146367073
314,0.143302441
315,0.139841557
316,0.135757446
317,0.131382942
318,0.126367569
319,0.120749474
320,0.115006447
321,0.108886242
322,0.101994038
323,0.09570837
324,0.089218616
325,0.082855225
326,0.077016354
327,0.071657658
328,0.066692352
329,0.062363625
330,0.058481216
331,0.054999352
332,0.05200386
333,0.049392223
334,0.047173977
335,0.045218945
336,0.043430805
337,0.042023659
338,0.040612221
339,0.039627552
340,0.03882885
341,0.037773609
342,0.037323475
343,0.036823273
344,0.036326885
345,0.036340237
346,0.03606081
347,0.035945892
348,0.035952091
349,0.036062717
350,0.036102772
351,0.036462307
352,0.036782265
353,0.03714323
354,0.037724495
355,0.037684441
356,0.03745842
357,0.038092136
358,0.039217472
359,0.041341305
360,0.042684078
361,0.042573452
362,0.042595863
363,0.043197155
364,0.044075489
365,0.045353413
366,0.046382904
367,0.047243595
368,0.048427582
369,0.049211502
370,0.050634384
371,0.051828861
372,0.053215981
373,0.055015087
374,0.05663538
375,0.058493137
376,0.060699463
377,0.06307888
378,0.065428734
379,0.067708492
380,0.070317268
381,0.072071552
382,0.075047016
383,0.076734543
384,0.078850269
385,0.080687523
386,0.082229614
387,0.083968163
388,0.085213184
389,0.085980892
390,0.087106705
391,0.088233948
392,0.089529514
393,0.090497017
394,0.091700077
395,0.093475819
396,0.095668793
397,0.0983634
398,0.100809097
399,0.10316515
400,0.106211662
401,0.109899998
402,0.11361742
403,0.116953373
404,0.120144367
405,0.122811317
406,0.124500751
407,0.125714302
408,0.126490593
409,0.126198292
410,0.124872208
411,0.123040676
412,0.120114326
413,0.116521358
414,0.112113476
415,0.107357025
416,0.102022648
417,0.096443176
418,0.090920448
419,0.085429192
420,0.07958889
421,0.074425697
422,0.068533897
423,0.063636303
424,0.058585167
425,0.053753376
426,0.049581528
427,0.045710564
428,0.041833878
429,0.038764
430,0.035674572
431,0.032797813
432,0.030237675
433,0.028427124
434,0.026044846
435,0.0242486
436,0.022931099
437,0.021547794
438,0.020507336
439,0.019389629
440,0.018282413
441,0.017956734
442,0.016726494
443,0.016346455
444,0.015731335
445,0.015456676
446,0.015003204
447,0.01466465
448,0.014408588
449,0.014164448
450,0.013846397
451,0.01377964
452,0.013541698
453,0.013731003
454,0.013464928
455,0.013332844
456,0.013440609
457,0.013586998
458,0.013500214
459,0.013350964
460,0.013309002
461,0.013299942
462,0.013431549
463,0.013567448
464,0.013676167
465,0.013423443
466,0.013366222
467,0.013333321
468,0.013420105
469,0.013281345
470,0.013465881
471,0.013622284
472,0.013625145
473,0.013785362
474,0.013720989
475,0.014086246
476,0.013933659
477,0.014256477
478,0.014340878
479,0.014297009
480,0.014676571
481,0.014699936
482,0.014741898
483,0.015209198
484,0.015398502
485,0.017379761
486,0.014419079
487,0.015749454
488,0.015235901
489,0.016365051
490,0.016610146
491,0.016877174
492,0.017015457
493,0.017255306
494,0.017591953
495,0.018082619
496,0.018436909
497,0.018835068
498,0.019052505
499,0.019544601
500,0.019725323
501,0.020567417
502,0.020893574
503,0.021474838
504,0.021925926
505,0.022438049
506,0.022659779
507,0.023458481
508,0.024225235
509,0.024706841
510,0.025578976
511,0.026313782
512,0.027240276
513,0.027822495
514,0.028693676
515,0.029607296
516,0.03075695
517,0.031433105
518,0.032570362
519,0.033757687
520,0.034800053
521,0.035685539
522,0.037103176
523,0.038337231
524,0.039262295
525,0.041015148
526,0.042434692
527,0.043817043
528,0.045466423
529,0.046794891
530,0.048298359
531,0.049814701
532,0.051948547
533,0.053711414
534,0.055428982
535,0.05744648
536,0.059240818
537,0.061544418
538,0.063672066
539,0.065675259
540,0.067996979
541,0.070661068
542,0.073038578
543,0.075257301
544,0.078241348
545,0.080857277
546,0.083928585
547,0.087309361
548,0.090478897
549,0.093651295
550,0.097234726
551,0.100865841
552,0.105051994
553,0.10912323
554,0.113352299
555,0.118082047
556,0.122843742
557,0.1279006
558,0.133080006
559,0.138839245
560,0.144411564
561,0.150417805
562,0.156682968
563,0.16344595
564,0.169933319
565,0.176770687
566,0.18401432
567,0.1910882
568,0.198598385
569,0.206532955
570,0.213804245
571,0.221557617
572,0.228519917
573,0.237034321
574,0.244208336
575,0.251481056
576,0.258974075
577,0.266525269
578,0.273184776
579,0.280323029
580,0.287099361
581,0.295068264
582,0.299704552
583,0.305541515
584,0.313692093
585,0.319403172
586,0.324954033
587,0.332136154
588,0.337762356
589,0.344182491
590,0.351019382
591,0.357867718
592,0.366461277
593,0.373431206
594,0.381307125
595,0.39037323
596,0.399269581
597,0.41005373
598,0.4211483
599,0.433341503
600,0.445661068
601,0.459352016
602,0.473448753
603,0.488687992
604,0.502607346
605,0.519933701
606,0.539192677
607,0.559691429
608,0.58142519
609,0.604775429
610,0.629166603
611,0.654043674
612,0.679488182
613,0.70586729
614,0.73294878
615,0.760533333
616,0.787471771
617,0.815017223
618,0.841206074
619,0.868526459
620,0.89329958
621,0.917867184
622,0.940581322
623,0.960943699
624,0.979674339
625,0.994532585
626,1.00883007
627,1.019244671
628,1.026089668
629,1.030198097
630,1.029530525
631,1.02590704
632,1.017273903
633,1.005848408
634,0.990433216
635,0.970616817
636,0.947585106
637,0.92034483
638,0.890535355
639,0.859354973
640,0.827217102
641,0.793541908
642,0.757802963
643,0.72191
644,0.684186935
645,0.647069931
646,0.609591007
647,0.572017193
648,0.535468578
649,0.499879837
650,0.465404034
651,0.431649208
652,0.400239468
653,0.369950771
654,0.341504574
655,0.313306332
656,0.288074017
657,0.270299911
658,0.245947838
659,0.224101067
660,0.205255032
661,0.187381744
662,0.171009064
663,0.156088352
664,0.142534256
665,0.129875183
666,0.118270874
667,0.107665539
668,0.098220825
669,0.089226246
670,0.081388474
671,0.074267864
672,0.06754446
673,0.061392784
674,0.055990696
675,0.051072121
676,0.04658699
677,0.042375565
678,0.038769245
